region,sexe,mstat,branch,sectins,csp,rev_total_mois,log_revenu,sans_revenu,age_grp,age_num,bancarise,a_assurance,logem,Stg_formel
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,53,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,65+,68,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,19,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,56,1,0,Autre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Autre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,46,0,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Autre,0
INDENIE-DJUABLIN,Masculin,Union libre,BTP,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,29,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Union libre,Autr. indust.,Entreprise Privée,Stagiaire ou Apprenti non rénuméré,0.0,0.0,1,18-24,20,1,0,Autre,1
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,14,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,48,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,21,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,17,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,37,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Trans./Comm.,Entreprise Privée,Stagiaire ou Apprenti rénuméré,112666.66,11.632197,0,0-17,15,0,0,Proprietaire titre,1
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Autr. indust.,Entreprise Privée,Stagiaire ou Apprenti rénuméré,165078.33,12.014181,0,0-17,15,0,0,Proprietaire titre,1
INDENIE-DJUABLIN,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,45-54,51,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,53,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,25,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Elevage/syl./peche,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,36,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Commerce,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,35,1,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,55-64,57,0,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,30,1,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Célibataire,Commerce,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,27,1,0,Locataire,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,21,0,0,Locataire,0
INDENIE-DJUABLIN,Masculin,Célibataire,Commerce,Entreprise Privée,Ouvrier ou employé non qualifié,27000.0,10.203629,0,18-24,21,1,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Célibataire,Restaurant/Hotel,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,56,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,40,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Restaurant/Hotel,Entreprise Privée,Stagiaire ou Apprenti rénuméré,26411.666,10.181599,0,0-17,14,0,0,Proprietaire sans titre,1
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,31,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Autr. indust.,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,45,1,0,Autre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Autre,0
INDENIE-DJUABLIN,Féminin,Séparé,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,54,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,35,0,0,Autre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,18,1,0,Autre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Commerce,Entreprise Privée,Ouvrier ou employé non qualifié,75000.0,11.225257,0,35-44,41,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,17,0,0,Autre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Union libre,Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,22,1,0,Locataire,0
INDENIE-DJUABLIN,Masculin,Union libre,Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",80000.0,11.289794,0,35-44,35,1,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,24,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,32,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,35-44,42,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,29,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,0-17,17,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,51,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,23,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,18,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",41445.75,10.632165,0,25-34,33,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",41445.75,10.632165,0,18-24,23,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,26,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,25000.0,10.126671,0,18-24,22,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,38,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,52,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,40,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,9,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,34,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,68,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,14,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,62,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,25,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,25,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,20,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",0.0,0.0,1,45-54,54,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Autr. indust.,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,18,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,65+,68,1,1,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",0.0,0.0,1,25-34,26,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",0.0,0.0,1,0-17,16,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,46,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,9,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,14,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,20,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",0.0,0.0,1,18-24,21,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,20,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,25,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,54,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,44,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,18,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,1,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,32,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,20,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,28,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,15000.0,9.6158724,0,35-44,35,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Autre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,30,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,38,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,31,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,26,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,27,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,25,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,44,1,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,36,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,22,0,0,Proprietaire titre,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,75,1,0,Autre,0
INDENIE-DJUABLIN,Masculin,Célibataire,Trans./Comm.,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,36,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,77,1,0,Autre,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Locataire,0
INDENIE-DJUABLIN,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Locataire,0
INDENIE-DJUABLIN,Masculin,Célibataire,Agriculture,Entreprise Privée,Ouvrier ou employé qualifié,90000.0,11.407576,0,35-44,36,1,0,Locataire,0
