region,sexe,mstat,branch,sectins,csp,rev_total_mois,age_grp,age_num,empl_formel,bancarise,a_assurance,logem
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,23,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,55-64,63,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,55-64,56,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,21,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Célibataire,Education/Sante,Entreprise Privée,Ouvrier ou employé qualifié,100000.0,18-24,24,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Union libre,Commerce,Entreprise Privée,"Manœuvre, aide ménagère",52691.637,45-54,52,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Union libre,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,55-64,62,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,11,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,20,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,35-44,43,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,8,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,17,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Union libre,Commerce,Entreprise Privée,"Manœuvre, aide ménagère",50892.629,35-44,44,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,25-34,28,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Veuf(ve),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,55-64,62,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,8,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,19,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,25-34,28,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,6,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,2,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Union libre,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,32,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Union libre,Aut. services,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,31,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,0,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Union libre,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,47,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Union libre,Non_connu,Non_connu,Non_connu,0.0,25-34,34,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,2,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,47,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Autr. indust.,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,50,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,35-44,37,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,6,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Commerce,Entreprise Privée,Stagiaire ou Apprenti rénuméré,69745.0,18-24,19,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,25-34,25,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,11,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,8,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Restaurant/Hotel,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,36,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,17,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Commerce,Entreprise Privée,Patron/Employeur,0.0,35-44,39,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,13,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,21,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,21,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Autr. indust.,Entreprise Privée,"Manœuvre, aide ménagère",43333.332,18-24,23,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,18,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,55-64,57,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,6,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,2,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,2,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Marié(e),Trans./Comm.,Entreprise Privée,Ouvrier ou employé non qualifié,50000.0,25-34,30,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,27,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,23,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,16,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,24,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,55-64,58,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Education/Sante,Entreprise Privée,Cadre moyen/agent de maîtrise,100000.0,35-44,36,1,1,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,19,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,26,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,40,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,38,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,65+,77,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,32,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Veuf(ve),Restaurant/Hotel,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,48,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,17,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Marié(e),Trans./Comm.,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,44,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,18,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,1,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,1,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,1,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,26,0,1,1,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Education/Sante,Etat/Collectivités locales,Cadre moyen/agent de maîtrise,250000.0,45-54,45,1,1,1,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,1,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,1,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,25-34,28,0,1,1,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Commerce,Entreprise Privée,Ouvrier ou employé qualifié,80000.0,35-44,38,0,1,1,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,5,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,16,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Autr. indust.,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,33,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Aut. services,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,41,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,18,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Autr. indust.,Entreprise Privée,Ouvrier ou employé non qualifié,30000.0,0-17,17,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,50,0,1,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Célibataire,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,26,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Commerce,Entreprise Privée,Ouvrier ou employé non qualifié,65000.0,18-24,20,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,0,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,6,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,35,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,18-24,22,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Aut. services,Entreprise publique/ parapublique,Cadre moyen/agent de maîtrise,495416.66,35-44,41,1,1,1,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Education/Sante,Etat/Collectivités locales,Cadre moyen/agent de maîtrise,250000.0,25-34,32,1,1,1,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Education/Sante,Etat/Collectivités locales,Cadre moyen/agent de maîtrise,245000.0,35-44,38,1,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,11,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,1,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,8,0,0,1,Autre
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,35-44,37,0,1,1,Autre
HAUT-SASSANDRA,Masculin,Marié(e),Aut. services,Etat/Collectivités locales,Cadre moyen/agent de maîtrise,416418.0,45-54,47,1,1,1,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,11,0,0,1,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Autre
HAUT-SASSANDRA,Féminin,Veuf(ve),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,65+,67,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,BTP,Entreprise Privée,Stagiaire ou Apprenti rénuméré,216666.67,0-17,7,0,0,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,BTP,Entreprise Privée,Stagiaire ou Apprenti rénuméré,216666.67,25-34,25,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Autre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,17,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Education/Sante,Etat/Collectivités locales,Cadre moyen/agent de maîtrise,400000.0,35-44,43,1,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,2,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,19,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,35-44,42,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,25-34,27,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Education/Sante,Entreprise Privée,Ouvrier ou employé non qualifié,150000.0,25-34,29,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,55-64,60,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,5,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,13,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,35-44,40,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,21,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,25-34,30,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,13,0,0,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Locataire
HAUT-SASSANDRA,Féminin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,48,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,18,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,47,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,15,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,18-24,24,0,1,0,Locataire
HAUT-SASSANDRA,Féminin,Union libre,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,18-24,20,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,17,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Union libre,Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,27,0,1,0,Locataire
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,11,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0-17,15,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,52,0,1,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0-17,17,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,18-24,24,0,1,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Agriculture,Entreprise Priv\C3\A9e,Travailleur pour compte propre,0.0,45-54,49,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,51,0,1,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Marié(e),Agriculture,Entreprise Priv\C3\A9e,Travailleur pour compte propre,0.0,35-44,42,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,25-34,28,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,13,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,18-24,18,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Marié(e),Agriculture,Entreprise Priv\C3\A9e,Travailleur Familial contribuant pour une entreprise familial,0.0,35-44,37,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,8,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,48,0,0,0,Proprietaire titre
HAUT-SASSANDRA,Féminin,Marié(e),Agriculture,Entreprise Priv\C3\A9e,Travailleur pour compte propre,0.0,25-34,34,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,38,0,1,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,35-44,36,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,8,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,35-44,37,0,1,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,5,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,12,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Agriculture,Entreprise Priv\C3\A9e,Travailleur Familial contribuant pour une entreprise familial,0.0,25-34,32,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,14,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,33,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Agriculture,Entreprise Priv\C3\A9e,Travailleur Familial contribuant pour une entreprise familial,0.0,25-34,27,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,0,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,10,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,5,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,3,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,0,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,7,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,25-34,27,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,25-34,29,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,9,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,5,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,5,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,45-54,54,0,1,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,18-24,23,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0-17,4,0,0,0,Proprietaire sans titre
HAUT-SASSANDRA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,45-54,45,0,0,0,Proprietaire sans titre
