Cluster_Assigné,ethnie_top,ethnie_prop_top,educ_scol_top,educ_scol_prop_top,educ_hi_top,educ_hi_prop_top,diplome_top,diplome_prop_top,branch_top,branch_prop_top,sectins_top,sectins_prop_top,csp_top,csp_prop_top,age_grp_top,age_grp_prop_top,logem_top,logem_prop_top,resid,couvmal,telpor,internet,a_assurance,alphabete,elec_ac,elec_ur,elec_ua,tv,fer,frigo,cuisin,ordin,decod,car,volhor_mean,salaire_mean
46,Inconnue,0.431924882629108,Aucun,0.5446009389671361,Aucun,0.431924882629108,Aucun,0.8262910798122066,Non connu,0.9295774647887324,Non connu,0.9295774647887324,Non connu,0.9295774647887324,0-17,0.9061032863849765,Proprietaire sans titre,0.3615023474178404,1.0,0.018779342723004695,0.09389671361502347,0.03755868544600939,0.018779342723004695,0.460093896713615,0.3615023474178404,0.39906103286384975,0.49765258215962443,0.36619718309859156,0.018779342723004695,0.09389671361502347,0.051643192488262914,0.03286384976525822,0.23943661971830985,0.004694835680751174,31.6056338028169,5976.907699530517
47,LOBI,0.46397694524495675,Aucun,0.8184438040345822,Aucun,0.7809798270893372,Aucun,0.9567723342939481,Non connu,0.7348703170028819,Non connu,0.7348703170028819,Non connu,0.7348703170028819,0-17,0.8847262247838616,Proprietaire sans titre,0.8443804034582133,0.9942363112391931,0.0,0.08069164265129683,0.01440922190201729,0.0,0.1642651296829971,0.06340057636887608,0.11527377521613832,0.49279538904899134,0.0893371757925072,0.0,0.020172910662824207,0.0,0.0,0.04610951008645533,0.002881844380403458,66.98559077809799,0.0
48,Inconnue,0.5062344139650873,Aucun,0.655860349127182,Aucun,0.5536159600997507,Aucun,0.940149625935162,Non connu,0.830423940149626,Non connu,0.830423940149626,Non connu,0.830423940149626,0-17,0.8778054862842892,Proprietaire titre,0.4937655860349127,0.9875311720698254,0.004987531172069825,0.10224438902743142,0.032418952618453865,0.004987531172069825,0.3566084788029925,0.3765586034912718,0.4389027431421446,0.39650872817955113,0.32418952618453867,0.0,0.032418952618453865,0.0024937655860349127,0.0024937655860349127,0.19201995012468828,0.0,153.14214463840398,29533.899775561098
49,BAOULE,0.22647058823529412,Aucun,0.43823529411764706,Aucun,0.36176470588235293,Aucun,0.7088235294117647,Non connu,0.9382352941176471,Non connu,0.9382352941176471,Non connu,0.9382352941176471,0-17,0.8970588235294118,Locataire,0.4823529411764706,0.95,0.07352941176470588,0.1323529411764706,0.07058823529411765,0.07352941176470588,0.65,0.8823529411764706,0.9382352941176471,0.05588235294117647,0.7970588235294118,0.09705882352941177,0.31176470588235294,0.07941176470588235,0.058823529411764705,0.37941176470588234,0.041176470588235294,76.11764705882354,7482.35294117647
50,SENOUFO,0.7486486486486487,Aucun,0.4243243243243243,Primaire,0.3621621621621622,Aucun,0.727027027027027,Non connu,0.9540540540540541,Non connu,0.9540540540540541,Non connu,0.9540540540540541,0-17,0.8675675675675676,Proprietaire titre,0.42702702702702705,0.9972972972972973,0.016216216216216217,0.14054054054054055,0.07837837837837838,0.016216216216216217,0.5945945945945946,0.9378378378378378,0.9324324324324325,0.03513513513513514,0.7297297297297297,0.043243243243243246,0.17297297297297298,0.032432432432432434,0.01891891891891892,0.42162162162162165,0.024324324324324326,58.752702702702706,2432.4324324324325
51,MALINKE OU MANINKA,0.6374695863746959,Aucun,0.805352798053528,Aucun,0.7785888077858881,Aucun,0.9708029197080292,Non connu,0.9367396593673966,Non connu,0.9367396593673966,Non connu,0.9367396593673966,0-17,0.9683698296836983,Proprietaire sans titre,0.7031630170316302,0.9902676399026764,0.012165450121654502,0.019464720194647202,0.0024330900243309003,0.012165450121654502,0.2141119221411192,0.7007299270072993,0.7785888077858881,0.17518248175182483,0.49635036496350365,0.004866180048661801,0.0705596107055961,0.0,0.004866180048661801,0.2384428223844282,0.0,0.0,0.0
52,Inconnue,0.2178649237472767,Aucun,1.0,Aucun,0.5925925925925926,Aucun,0.7923021060275962,Agriculture,0.8373275236020334,Entreprise Privée,0.9651416122004357,Travailleur pour compte propre,0.8714596949891068,45-54,0.6216412490922295,Proprietaire sans titre,0.5388525780682644,1.0,0.050835148874364564,0.9832970225127088,0.19753086419753085,0.050835148874364564,0.4720406681190995,0.45098039215686275,0.5177923021060276,0.355119825708061,0.4001452432824982,0.021060275962236745,0.08569353667392883,0.017429193899782137,0.013798111837327523,0.23311546840958605,0.006535947712418301,1897.3597846724763,187408.25996368917
53,SENOUFO,0.15230635335073978,Secondaire 1  (Post Primaire) générale,0.36205395996518713,Second. gl 1,0.39251523063533506,Aucun,0.4751958224543081,Non connu,0.8259355961705831,Non connu,0.8259355961705831,Non connu,0.8259355961705831,0-17,0.6997389033942559,Proprietaire titre,0.33507397737162753,0.9843342036553525,0.04264577893820714,0.31157528285465624,0.15230635335073978,0.04264577893820714,0.825065274151436,0.7806788511749347,0.8720626631853786,0.08268059181897303,0.6013925152306353,0.06440382941688425,0.2523933855526545,0.058311575282854654,0.0391644908616188,0.360313315926893,0.02610966057441253,164.6326930635335,18775.799869451697
54,Inconnue,0.30067567567567566,Aucun,0.46283783783783783,Aucun,0.38175675675675674,Aucun,0.75,Non connu,0.9324324324324325,Non connu,0.9324324324324325,Non connu,0.9324324324324325,0-17,0.9087837837837838,Locataire,0.47635135135135137,0.9898648648648649,0.02364864864864865,0.1554054054054054,0.08108108108108109,0.02364864864864865,0.5,0.75,0.7263513513513513,0.2533783783783784,0.777027027027027,0.05067567567567568,0.27702702702702703,0.10472972972972973,0.02364864864864865,0.48986486486486486,0.02027027027027027,100.01227331081081,13688.605202702704
55,Inconnue,0.1979296066252588,Aucun,0.6153209109730848,Aucun,0.5590062111801242,Aucun,0.9900621118012423,Non connu,0.9838509316770186,Non connu,0.9838509316770186,Non connu,0.9838509316770186,0-17,1.0,Proprietaire titre,0.30890269151138716,0.9888198757763975,0.035196687370600416,0.0037267080745341614,0.0008281573498964803,0.035196687370600416,0.3325051759834369,0.6252587991718427,0.7412008281573499,0.2,0.5768115942028985,0.036853002070393374,0.1648033126293996,0.034782608695652174,0.02360248447204969,0.3113871635610766,0.017391304347826087,6.725465838509317,2599.8437267080744
56,Inconnue,0.2130281690140845,Aucun,0.9982394366197183,Aucun,0.2746478873239437,Aucun,0.3961267605633803,Aut. services,0.22359154929577466,Entreprise Privée,0.7376760563380281,Travailleur pour compte propre,0.27816901408450706,35-44,0.3274647887323944,Locataire,0.7464788732394366,0.9982394366197183,0.23591549295774647,0.9947183098591549,0.772887323943662,0.23591549295774647,0.8485915492957746,0.9295774647887324,0.9383802816901409,0.05985915492957746,0.8838028169014085,0.17781690140845072,0.5334507042253521,0.23415492957746478,0.14084507042253522,0.5176056338028169,0.12852112676056338,1716.6502514788733,1501506.2741197185
57,YACOUBA OU DAN,0.6919060052219321,Aucun,0.5509138381201044,Primaire,0.48825065274151436,Aucun,0.9268929503916449,Non connu,0.8590078328981723,Non connu,0.8590078328981723,Non connu,0.8590078328981723,0-17,0.8929503916449086,Proprietaire sans titre,0.6762402088772846,0.9921671018276762,0.0026109660574412533,0.08093994778067885,0.005221932114882507,0.0026109660574412533,0.4830287206266319,0.2741514360313316,0.4621409921671018,0.26370757180156656,0.20365535248041775,0.0026109660574412533,0.028720626631853787,0.0026109660574412533,0.0,0.09138381201044386,0.018276762402088774,76.36814621409921,18151.28101827676
58,BAOULE,0.917981072555205,Aucun,0.5362776025236593,Primaire,0.5299684542586751,Aucun,0.8958990536277602,Non connu,0.7728706624605678,Non connu,0.7728706624605678,Non connu,0.7728706624605678,0-17,0.8958990536277602,Proprietaire sans titre,0.5110410094637224,0.9905362776025236,0.006309148264984227,0.0946372239747634,0.01892744479495268,0.006309148264984227,0.5615141955835962,0.6277602523659306,0.6782334384858044,0.14511041009463724,0.23974763406940064,0.01892744479495268,0.15772870662460567,0.025236593059936908,0.015772870662460567,0.14511041009463724,0.012618296529968454,41.86435331230284,0.0
59,BAOULE,0.3388804841149773,Aucun,1.0,Aucun,0.7065052950075643,Aucun,0.886535552193646,Agriculture,0.5521936459909228,Entreprise Privée,0.7655068078668684,Travailleur pour compte propre,0.5658093797276853,55-64,0.4114977307110439,Proprietaire sans titre,0.540090771558245,0.9969742813918305,0.0226928895612708,0.848714069591528,0.048411497730711045,0.0226928895612708,0.2934947049924357,0.5249621785173979,0.6217851739788199,0.21936459909228442,0.3146747352496218,0.037821482602118005,0.11951588502269289,0.009077155824508321,0.006051437216338881,0.2027231467473525,0.006051437216338881,929.3083331316187,18302.071679273828
60,SENOUFO,0.17457886676875958,Aucun,0.6125574272588055,Aucun,0.5671260847371108,Aucun,0.9652884124553344,Non connu,0.9862174578866769,Non connu,0.9862174578866769,Non connu,0.9862174578866769,0-17,1.0,Locataire,0.2843287391526289,0.9882593159775396,0.04185809086268504,0.005615109749872384,0.0035732516590096988,0.04185809086268504,0.3496681980602348,0.6921898928024502,0.815211842776927,0.13935681470137826,0.591628381827463,0.04134762633996937,0.17151607963246554,0.039816232771822356,0.019397651863195507,0.3343542623787647,0.014803471158754467,0.19601837672281777,183.76722817764164
61,MALINKE OU MANINKA,0.3425357873210634,Aucun,0.6042944785276073,Aucun,0.5204498977505112,Aucun,0.9049079754601227,Non connu,0.8629856850715747,Non connu,0.8629856850715747,Non connu,0.8629856850715747,0-17,0.8987730061349694,Proprietaire sans titre,0.4918200408997955,0.9979550102249489,0.026584867075664622,0.09202453987730061,0.032719836400818,0.026584867075664622,0.4284253578732106,0.5593047034764826,0.6257668711656442,0.2985685071574642,0.42535787321063395,0.007157464212678937,0.10224948875255624,0.0010224948875255625,0.006134969325153374,0.21063394683026584,0.003067484662576687,104.24220521472392,14503.763680981594
62,SENOUFO,0.8840970350404312,Aucun,0.6846361185983828,Aucun,0.6415094339622641,Aucun,0.9299191374663073,Non connu,0.7924528301886793,Non connu,0.7924528301886793,Non connu,0.7924528301886793,0-17,0.894878706199461,Proprietaire sans titre,0.5606469002695418,0.9973045822102425,0.008086253369272238,0.09433962264150944,0.026954177897574125,0.008086253369272238,0.3450134770889488,0.3477088948787062,0.4501347708894879,0.3611859838274933,0.2371967654986523,0.0,0.03234501347708895,0.0,0.0,0.15633423180592992,0.0,69.21024258760107,5582.048517520216
63,BAOULE,0.6120996441281139,Aucun,0.5231316725978647,Primaire,0.44483985765124556,Aucun,0.8932384341637011,Non connu,0.9181494661921709,Non connu,0.9181494661921709,Non connu,0.9181494661921709,0-17,0.9039145907473309,Proprietaire sans titre,0.6441281138790036,0.99644128113879,0.0035587188612099642,0.046263345195729534,0.014234875444839857,0.0035587188612099642,0.5266903914590747,0.45195729537366547,0.6120996441281139,0.1708185053380783,0.22419928825622776,0.014234875444839857,0.03558718861209965,0.0,0.0071174377224199285,0.10676156583629894,0.0,47.70106761565836,1515.6582562277579
64,BAOULE,0.2170172084130019,Aucun,0.5783938814531548,Second. gl 1,0.28967495219885275,Aucun,0.372848948374761,Non connu,0.5544933078393881,Non connu,0.5544933078393881,Non connu,0.5544933078393881,18-24,0.4349904397705545,Locataire,0.4435946462715105,0.9875717017208413,0.043021032504780114,0.9063097514340345,0.5688336520076482,0.043021032504780114,0.8001912045889101,0.8040152963671128,0.8718929254302104,0.09369024856596558,0.6223709369024857,0.07074569789674952,0.2982791586998088,0.06978967495219886,0.04684512428298279,0.3881453154875717,0.028680688336520075,713.7641528202677,150874.145
65,Inconnue,0.44533333333333336,Aucun,0.6106666666666667,Aucun,0.49866666666666665,Aucun,0.928,Non connu,0.8666666666666667,Non connu,0.8666666666666667,Non connu,0.8666666666666667,0-17,0.9146666666666666,Proprietaire sans titre,0.4,0.9973333333333333,0.005333333333333333,0.072,0.005333333333333333,0.005333333333333333,0.3626666666666667,0.07733333333333334,0.14666666666666667,0.7573333333333333,0.37066666666666664,0.0,0.016,0.02666666666666667,0.013333333333333334,0.25333333333333335,0.0026666666666666666,18.82133333333333,4331.171013333333
66,KOYAKA OU KOYARA,0.526984126984127,Aucun,0.6730158730158731,Aucun,0.5904761904761905,Aucun,0.9682539682539683,Non connu,0.8317460317460318,Non connu,0.8317460317460318,Non connu,0.8317460317460318,0-17,0.9619047619047619,Proprietaire sans titre,0.5746031746031746,0.9904761904761905,0.0031746031746031746,0.06031746031746032,0.012698412698412698,0.0031746031746031746,0.28253968253968254,0.5365079365079365,0.6857142857142857,0.20634920634920634,0.4380952380952381,0.03492063492063492,0.15873015873015872,0.0380952380952381,0.0,0.21587301587301588,0.015873015873015872,13.333333333333334,2013.6908888888888
67,Inconnue,0.2693877551020408,Aucun,0.4448979591836735,Primaire,0.363265306122449,Aucun,0.7346938775510204,Non connu,0.9224489795918367,Non connu,0.9224489795918367,Non connu,0.9224489795918367,0-17,0.9061224489795918,Locataire,0.4775510204081633,0.9795918367346939,0.044897959183673466,0.13877551020408163,0.09387755102040816,0.044897959183673466,0.6326530612244898,0.7183673469387755,0.5591836734693878,0.4163265306122449,0.6163265306122448,0.08163265306122448,0.1346938775510204,0.1469387755102041,0.02040816326530612,0.4204081632653061,0.012244897959183673,111.24909142857142,37705.01224489796
68,Inconnue,0.3220338983050847,Aucun,0.9981167608286252,Aucun,0.67984934086629,Aucun,0.8380414312617702,Agriculture,0.5386064030131826,Entreprise Privée,0.9133709981167608,Travailleur pour compte propre,0.647834274952919,35-44,0.3050847457627119,Proprietaire titre,0.2975517890772128,1.0,0.005649717514124294,0.9020715630885122,0.22598870056497175,0.005649717514124294,0.4067796610169492,0.5009416195856874,0.6421845574387948,0.23163841807909605,0.4256120527306968,0.015065913370998116,0.064030131826742,0.02071563088512241,0.003766478342749529,0.1977401129943503,0.005649717514124294,1820.0545001129942,265588.65133709984
69,SENOUFO,0.480083857442348,Aucun,0.7735849056603774,Aucun,0.7064989517819706,Aucun,0.9433962264150944,Non connu,0.7421383647798742,Non connu,0.7421383647798742,Non connu,0.7421383647798742,0-17,0.89937106918239,Proprietaire sans titre,0.5660377358490566,0.9287211740041929,0.018867924528301886,0.08385744234800839,0.016771488469601678,0.018867924528301886,0.22851153039832284,0.28721174004192873,0.3165618448637317,0.5786163522012578,0.25366876310272535,0.008385744234800839,0.031446540880503145,0.0,0.0,0.12159329140461216,0.008385744234800839,42.17190775681342,9351.486918238994
70,Inconnue,0.3611859838274933,Aucun,0.5633423180592992,Aucun,0.48517520215633425,Aucun,0.9514824797843666,Non connu,0.9433962264150944,Non connu,0.9433962264150944,Non connu,0.9433962264150944,0-17,0.9487870619946092,Proprietaire titre,0.48517520215633425,0.9892183288409704,0.008086253369272238,0.04851752021563342,0.005390835579514825,0.008086253369272238,0.41778975741239893,0.39622641509433965,0.5309973045822103,0.3746630727762803,0.37735849056603776,0.0026954177897574125,0.05929919137466307,0.008086253369272238,0.005390835579514825,0.23180592991913745,0.0,26.857142857142858,3748.6805929919137
71,SENOUFO,0.19133034379671152,Aucun,0.6233183856502242,Aucun,0.5455904334828101,Aucun,0.9367214748380668,Non connu,0.9172894867962132,Non connu,0.9172894867962132,Non connu,0.9172894867962132,0-17,0.9481813652217239,Proprietaire sans titre,0.5515695067264574,0.9691081215744893,0.015445939212755356,0.039860488290981565,0.008968609865470852,0.015445939212755356,0.37717987045341306,0.4155455904334828,0.5117090184354758,0.3034379671150972,0.31340308918784254,0.019930244145490782,0.08719481813652218,0.01245640259093174,0.006975585450921774,0.1768809167912307,0.003487792725460887,22.270054808171402,1907.1806327852514
72,BAOULE,0.30446927374301674,Aucun,0.43575418994413406,Primaire,0.4106145251396648,Aucun,0.7569832402234636,Non connu,0.9441340782122905,Non connu,0.9441340782122905,Non connu,0.9441340782122905,0-17,0.8854748603351955,Locataire,0.4245810055865922,0.9581005586592178,0.07262569832402235,0.14804469273743018,0.1005586592178771,0.07262569832402235,0.6620111731843575,0.8575418994413407,0.9134078212290503,0.061452513966480445,0.7346368715083799,0.07262569832402235,0.24860335195530725,0.10893854748603352,0.05027932960893855,0.3324022346368715,0.027932960893854747,80.60541759776537,23075.391061452516
73,DJIMINI,0.5225464190981433,Aucun,0.6551724137931034,Aucun,0.5596816976127321,Aucun,0.9389920424403183,Non connu,0.7082228116710876,Non connu,0.7082228116710876,Non connu,0.7082228116710876,0-17,0.8859416445623343,Proprietaire sans titre,0.7824933687002652,0.883289124668435,0.0,0.11671087533156499,0.01856763925729443,0.0,0.3687002652519894,0.32891246684350134,0.38726790450928383,0.3793103448275862,0.09814323607427056,0.002652519893899204,0.04509283819628647,0.0,0.0,0.07957559681697612,0.0,57.07692307692308,1591.5119363395224
74,GOURO,0.470873786407767,Aucun,0.5436893203883495,Primaire,0.4684466019417476,Aucun,0.9174757281553398,Non connu,0.9271844660194175,Non connu,0.9271844660194175,Non connu,0.9271844660194175,0-17,0.9514563106796117,Proprietaire sans titre,0.6213592233009708,0.9902912621359223,0.0048543689320388345,0.06310679611650485,0.014563106796116505,0.0048543689320388345,0.4368932038834951,0.5485436893203883,0.5703883495145631,0.2669902912621359,0.3276699029126214,0.007281553398058253,0.04611650485436893,0.0,0.0048543689320388345,0.17233009708737865,0.0,6.694174757281553,0.0
75,AGNI,0.7536945812807881,Aucun,0.5270935960591133,Primaire,0.45320197044334976,Aucun,0.8817733990147784,Non connu,0.9211822660098522,Non connu,0.9211822660098522,Non connu,0.9211822660098522,0-17,0.8669950738916257,Proprietaire sans titre,0.541871921182266,0.9950738916256158,0.0,0.09852216748768473,0.034482758620689655,0.0,0.5073891625615764,0.6847290640394089,0.7980295566502463,0.06403940886699508,0.3793103448275862,0.029556650246305417,0.08374384236453201,0.014778325123152709,0.014778325123152709,0.26108374384236455,0.009852216748768473,60.57142857142857,12066.364532019705
76,SENOUFO,0.18876941457586618,Aucun,1.0,Aucun,0.4850657108721625,Aucun,0.6535244922341696,Agriculture,0.3309438470728793,Entreprise Privée,0.8446833930704899,Travailleur pour compte propre,0.5782556750298686,45-54,0.6188769414575866,Locataire,0.3751493428912784,1.0,0.12066905615292713,0.989247311827957,0.5077658303464755,0.12066905615292713,0.6260454002389486,0.7526881720430108,0.8303464755077659,0.14336917562724014,0.7072879330943848,0.06810035842293907,0.24372759856630824,0.07168458781362007,0.04898446833930705,0.41935483870967744,0.026284348864994027,1932.1515199761052,801516.8491039427
77,BAOULE,0.44359255202628695,Aucun,0.5706462212486308,Primaire,0.4589266155531216,Aucun,0.8899233296823659,Non connu,0.8176341730558598,Non connu,0.8176341730558598,Non connu,0.8176341730558598,0-17,0.8817086527929902,Proprietaire sans titre,0.5377875136911281,0.9895947426067908,0.014786418400876232,0.09857612267250822,0.023001095290251915,0.014786418400876232,0.48028477546549836,0.5366922234392114,0.624315443592552,0.15279299014238773,0.26396495071193865,0.020262869660460023,0.0859802847754655,0.009309967141292442,0.012048192771084338,0.12431544359255203,0.0032858707557502738,76.61610076670317,14572.425980284776
78,Inconnue,0.38847117794486213,Aucun,0.6340852130325815,Aucun,0.5288220551378446,Aucun,0.899749373433584,Non connu,0.8020050125313283,Non connu,0.8020050125313283,Non connu,0.8020050125313283,0-17,0.8596491228070176,Proprietaire titre,0.5012531328320802,1.0,0.017543859649122806,0.15789473684210525,0.05263157894736842,0.017543859649122806,0.40601503759398494,0.15037593984962405,0.16791979949874686,0.6691729323308271,0.42105263157894735,0.010025062656641603,0.05012531328320802,0.02506265664160401,0.007518796992481203,0.3057644110275689,0.0,186.69423558897242,61419.856791979946
79,AKYE OU ATTIE,0.26262626262626265,Aucun,0.5218855218855218,Aucun,0.43097643097643096,Aucun,0.8434343434343434,Non connu,0.9444444444444444,Non connu,0.9444444444444444,Non connu,0.9444444444444444,0-17,0.9023569023569024,Proprietaire sans titre,0.38215488215488214,0.98989898989899,0.025252525252525252,0.09259259259259259,0.03198653198653199,0.025252525252525252,0.5589225589225589,0.6734006734006734,0.7457912457912458,0.1734006734006734,0.4898989898989899,0.03367003367003367,0.12121212121212122,0.003367003367003367,0.0016835016835016834,0.2558922558922559,0.0016835016835016834,21.73063973063973,3354.3181313131313
80,BAOULE,0.312202852614897,Aucun,0.9952456418383518,Aucun,0.7591125198098256,Aucun,0.9413629160063391,Agriculture,0.5974643423137876,Entreprise Privée,0.7828843106180665,Travailleur pour compte propre,0.4532488114104596,35-44,0.3518225039619651,Proprietaire sans titre,0.45800316957210774,0.9968304278922345,0.006339144215530904,0.5863708399366085,0.05229793977812995,0.006339144215530904,0.23613312202852615,0.3993660855784469,0.49128367670364503,0.27099841521394613,0.2329635499207607,0.014263074484944533,0.0491283676703645,0.006339144215530904,0.011093502377179081,0.12044374009508717,0.003169572107765452,803.554675118859,43329.42031695721
81,Inconnue,0.16983372921615203,Aucun,0.336104513064133,Second. gl 1,0.3752969121140142,Aucun,0.49584323040380046,Non connu,0.747624703087886,Non connu,0.747624703087886,Non connu,0.747624703087886,0-17,0.7238717339667459,Proprietaire titre,0.3497624703087886,0.9839667458432304,0.023752969121140142,0.2986935866983373,0.1502375296912114,0.023752969121140142,0.8087885985748219,0.6852731591448931,0.7790973871733967,0.15558194774346792,0.5492874109263658,0.040380047505938245,0.18705463182897863,0.026128266033254157,0.030878859857482184,0.30581947743467935,0.021377672209026127,240.80221342042753,64014.19834916864
82,SENOUFO,0.6832460732984293,Aucun,0.7905759162303665,Aucun,0.7460732984293194,Aucun,0.9502617801047121,Non connu,0.7801047120418848,Non connu,0.7801047120418848,Non connu,0.7801047120418848,0-17,0.9083769633507853,Proprietaire sans titre,0.4319371727748691,0.9921465968586387,0.013089005235602094,0.07591623036649214,0.007853403141361256,0.013089005235602094,0.23821989528795812,0.6701570680628273,0.7984293193717278,0.1387434554973822,0.3507853403141361,0.0,0.060209424083769635,0.0,0.002617801047120419,0.1387434554973822,0.002617801047120419,65.07853403141361,16132.55285340314
83,YACOUBA OU DAN,0.43157894736842106,Aucun,0.5078947368421053,Aucun,0.42105263157894735,Aucun,0.7289473684210527,Non connu,0.9315789473684211,Non connu,0.9315789473684211,Non connu,0.9315789473684211,0-17,0.868421052631579,Locataire,0.3684210526315789,0.9947368421052631,0.02368421052631579,0.10789473684210527,0.05,0.02368421052631579,0.531578947368421,0.6368421052631579,0.8657894736842106,0.07368421052631578,0.6236842105263158,0.05,0.22631578947368422,0.031578947368421054,0.013157894736842105,0.27631578947368424,0.015789473684210527,81.15,3151.915789473684
84,MALINKE OU MANINKA,0.2297551789077213,Aucun,0.6468926553672316,Aucun,0.5743879472693032,Aucun,0.943502824858757,Non connu,0.8907721280602636,Non connu,0.8907721280602636,Non connu,0.8907721280602636,0-17,0.9472693032015066,Proprietaire sans titre,0.6581920903954802,0.9971751412429378,0.015065913370998116,0.031073446327683617,0.009416195856873822,0.015065913370998116,0.3644067796610169,0.4387947269303202,0.4868173258003766,0.3192090395480226,0.2871939736346516,0.01694915254237288,0.06685499058380415,0.009416195856873822,0.003766478342749529,0.15160075329566855,0.011299435028248588,32.164783427495294,1495.3339548022598
85,Inconnue,0.2335148215366001,Aucun,0.9969751966122202,Aucun,0.6001209921355112,Aucun,0.8076225045372051,Agriculture,0.7931034482758621,Entreprise Privée,0.9630973986690865,Travailleur pour compte propre,0.7900786448880823,35-44,0.5178463399879008,Proprietaire sans titre,0.4652147610405324,1.0,0.045372050816696916,0.9891107078039928,0.32304900181488205,0.045372050816696916,0.4482758620689655,0.397459165154265,0.5051421657592257,0.37326073805202664,0.35934664246823955,0.013309134906231096,0.055051421657592255,0.011494252873563218,0.010889292196007259,0.2075015124016939,0.0024198427102238356,1863.12396538415,233103.52722323049
86,BAOULE,0.631578947368421,Aucun,0.555921052631579,Primaire,0.4769736842105263,Aucun,0.8980263157894737,Non connu,0.9177631578947368,Non connu,0.9177631578947368,Non connu,0.9177631578947368,0-17,0.9210526315789473,Proprietaire sans titre,0.6776315789473685,0.993421052631579,0.009868421052631578,0.06907894736842106,0.013157894736842105,0.009868421052631578,0.5098684210526315,0.39144736842105265,0.569078947368421,0.19736842105263158,0.23684210526315788,0.006578947368421052,0.05263157894736842,0.0,0.0,0.1611842105263158,0.0,73.27302631578948,7775.583256578948
87,Inconnue,0.3120728929384966,Aucun,0.6127562642369021,Aucun,0.49658314350797267,Aucun,0.9157175398633257,Non connu,0.9020501138952164,Non connu,0.9020501138952164,Non connu,0.9020501138952164,0-17,0.9111617312072893,Proprietaire sans titre,0.5535307517084282,0.9954441913439636,0.01366742596810934,0.07517084282460136,0.01366742596810934,0.01366742596810934,0.428246013667426,0.1571753986332574,0.19134396355353075,0.6332574031890661,0.2528473804100228,0.00683371298405467,0.02050113895216401,0.00683371298405467,0.011389521640091117,0.14350797266514806,0.0,70.93394077448747,2790.362619589977
88,BAOULE,0.2284434490481523,Aucun,1.0,Aucun,0.896976483762598,Aucun,0.9776035834266518,Agriculture,0.6438969764837627,Entreprise Privée,0.70996640537514,Travailleur Familial contribuant pour une entreprise familial,0.3762597984322508,55-64,0.47256438969764836,Proprietaire sans titre,0.6226203807390818,0.9955207166853304,0.010078387458006719,0.4658454647256439,0.011198208286674132,0.010078387458006719,0.10078387458006718,0.46248600223964165,0.5319148936170213,0.28331466965285557,0.25083986562150057,0.013437849944008958,0.03807390817469205,0.004479283314669653,0.0,0.12206047032474804,0.0033594624860022394,468.20044792833147,13741.408409854424
89,AGNI,0.7620817843866171,Aucun,0.550185873605948,Primaire,0.44609665427509293,Aucun,0.8587360594795539,Non connu,0.8698884758364313,Non connu,0.8698884758364313,Non connu,0.8698884758364313,0-17,0.8587360594795539,Proprietaire sans titre,0.5390334572490706,0.9851301115241635,0.0,0.09665427509293681,0.03717472118959108,0.0,0.5539033457249071,0.6617100371747212,0.7769516728624535,0.048327137546468404,0.37174721189591076,0.04460966542750929,0.10780669144981413,0.01858736059479554,0.026022304832713755,0.241635687732342,0.01858736059479554,106.89219330855019,25734.955762081783
90,AGNI,0.22393822393822393,Aucun,0.4749034749034749,Aucun,0.41312741312741313,Aucun,0.7065637065637066,Non connu,0.9459459459459459,Non connu,0.9459459459459459,Non connu,0.9459459459459459,0-17,0.9073359073359073,Locataire,0.4594594594594595,1.0,0.03474903474903475,0.10810810810810811,0.09266409266409266,0.03474903474903475,0.583011583011583,0.8416988416988417,0.9073359073359073,0.08108108108108109,0.8223938223938224,0.08494208494208494,0.2277992277992278,0.05791505791505792,0.05019305019305019,0.5714285714285714,0.03474903474903475,54.463320463320464,5411.95583011583
91,BAOULE,0.23413566739606126,Aucun,1.0,Aucun,0.87527352297593,Aucun,0.9540481400437637,Agriculture,0.5361050328227571,Entreprise Privée,0.5864332603938731,Travailleur pour compte propre,0.5404814004376368,65+,0.9912472647702407,Proprietaire sans titre,0.5339168490153173,0.9978118161925602,0.010940919037199124,0.6105032822757112,0.02188183807439825,0.010940919037199124,0.175054704595186,0.4989059080962801,0.5601750547045952,0.212253829321663,0.20787746170678337,0.006564551422319475,0.0350109409190372,0.002188183807439825,0.0,0.10284463894967177,0.002188183807439825,961.1148645514223,17745.66658643326
92,Inconnue,0.32095238095238093,Aucun,0.9971428571428571,Aucun,0.8133333333333334,Aucun,0.9380952380952381,Non connu,0.4219047619047619,Entreprise Privée,0.5714285714285714,Non connu,0.4219047619047619,25-34,0.49238095238095236,Locataire,0.2638095238095238,1.0,0.008571428571428572,0.6371428571428571,0.12857142857142856,0.008571428571428572,0.22,0.5571428571428572,0.68,0.23904761904761904,0.5342857142857143,0.017142857142857144,0.0838095238095238,0.01619047619047619,0.007619047619047619,0.24952380952380954,0.0038095238095238095,617.1356751428572,34179.8478952381
