cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise,Cluster_Assigné
10,42,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
85,33,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
40,3,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
6,23,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,71
10,17,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
78,1,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
21,18,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
91,78,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,7
24,48,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
24,37,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
78,4,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,2,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,20,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,8,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
85,41,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
80,38,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,80
78,1,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,20,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,11,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,17,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
6,27,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,71
8,58,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
78,2,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,15,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
24,41,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
40,7,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
80,43,Féminin,Veuf(ve),GABIADJI,Rural,SAN-PEDRO,0,80
78,13,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,5,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
52,56,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,59
24,42,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
40,3,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
85,30,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
6,23,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,71
78,3,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
52,43,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
6,32,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
40,5,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,3,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,17,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,4,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,6,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
13,63,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,59
6,28,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
80,41,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,80
40,6,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,5,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
15,27,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
78,10,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
85,36,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
40,7,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
59,45,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
2,45,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
78,6,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
59,37,Féminin,Veuf(ve),GABIADJI,Rural,SAN-PEDRO,1,10
78,22,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,13,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,18,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,2,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
52,43,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
24,38,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,0,80
40,8,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,11,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
2,22,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
10,22,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
78,4,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
80,28,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,80
2,30,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
40,8,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
80,41,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,80
31,37,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,80
40,2,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,8,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
21,24,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
80,56,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,80
78,15,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
2,56,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,59
52,47,Masculin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
40,11,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,7,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
15,34,Féminin,Marié(e),GABIADJI,Rural,SAN-PEDRO,1,10
40,13,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
21,27,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
78,7,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
10,42,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
80,23,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,71
2,23,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
40,12,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
78,11,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
21,19,Masculin,Célibataire,GABIADJI,Rural,SAN-PEDRO,1,10
40,15,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
31,40,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,80
80,36,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,0,80
40,4,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
2,39,Masculin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
40,13,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
40,10,Féminin,Célibataire,GABIADJI,Rural,SAN-PEDRO,0,71
10,32,Féminin,Union libre,GABIADJI,Rural,SAN-PEDRO,1,10
21,36,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
80,51,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,5,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
31,44,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,2,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,13,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,39,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,5,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
15,27,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
85,31,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
6,19,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,33,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,8,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,26,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,0,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,4,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,37,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
31,35,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,39,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
6,26,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,1,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,4,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,3,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,44,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
88,59,Féminin,Divorcé(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,7
15,35,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
8,53,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
52,43,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
15,45,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
52,49,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
78,2,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,49,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,10,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
13,69,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
7,66,Féminin,Veuf(ve),GRAND-BEREBY,Rural,SAN-PEDRO,0,7
78,12,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
10,34,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,0,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
88,51,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,21,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
91,69,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,7
40,1,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
21,24,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
85,26,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,0,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,24,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,6,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,3,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
21,20,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,3,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
13,58,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
40,14,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
10,22,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,7,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,6,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
59,53,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
59,55,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
40,11,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
13,62,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
59,53,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
78,2,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
15,20,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
31,37,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,6,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,19,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,25,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,5,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,34,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
31,41,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
6,27,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,1,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
21,22,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
6,29,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,10,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,32,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,1,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,3,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
15,27,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
85,41,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,6,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,2,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,0,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,24,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
6,20,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,3,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
21,22,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,1,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
80,23,Féminin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
2,34,Masculin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
8,46,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,20,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,10,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,45,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
13,61,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
15,45,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,7,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,12,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,13,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,5,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,10,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,33,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,19,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,49,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
6,31,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,0,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,0,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
21,21,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,1,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,23,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
6,20,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,17,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
8,44,Masculin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,4,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
80,43,Féminin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,10,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,15,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,10,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,44,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,13,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,47,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
6,22,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
31,39,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,8,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,5,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,18,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
31,30,Masculin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,15,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
7,76,Féminin,Veuf(ve),GRAND-BEREBY,Rural,SAN-PEDRO,0,7
40,3,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,22,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,16,Féminin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
7,55,Féminin,Veuf(ve),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
80,28,Féminin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,13,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,0,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
80,43,Féminin,Veuf(ve),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,11,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
10,42,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,2,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
31,38,Masculin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,11,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
80,32,Féminin,Union libre,GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,8,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,40,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,8,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,4,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,38,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,12,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,46,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
8,64,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,7
78,0,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,20,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
88,55,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,0,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,22,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
91,70,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,7
40,4,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,4,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,7,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,1,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,29,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,0,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,22,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
85,33,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
24,37,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,9,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,48,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,3,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,42,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
21,17,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
15,41,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
78,15,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,13,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,30,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,3,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
8,49,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
15,33,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
85,34,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,10
40,10,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,4,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,6,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,8,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
52,49,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
40,12,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,2,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,34,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,16,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
31,35,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,1,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,27,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,0,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
78,5,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,28,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
78,9,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,1,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
40,6,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
13,59,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
24,40,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
21,22,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,1,10
52,54,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,1,59
78,23,Masculin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
6,27,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,71
24,42,Féminin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,19,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
8,48,Masculin,Marié(e),GRAND-BEREBY,Rural,SAN-PEDRO,0,80
40,17,Féminin,Célibataire,GRAND-BEREBY,Rural,SAN-PEDRO,0,71
