cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise,age_group,predicted_cluster
38,25,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,25-34,80
38,23,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,10
8,63,Masculin,Union libre,TRANSUA,Rural,GONTOUGO,0,55-64,8
77,3,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,7,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
24,42,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,35-44,15
88,62,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,55-64,88
77,0,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,,8
38,12,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
8,63,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,0,55-64,8
8,60,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,0,55-64,8
77,11,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,17,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
24,40,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,35-44,15
38,7,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,15,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,10
24,34,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,25-34,15
38,3,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
8,47,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,0,45-54,8
77,14,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,0,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,,8
38,7,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
77,12,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,4,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
77,6,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
80,36,Féminin,Union libre,TRANSUA,Rural,GONTOUGO,0,35-44,80
77,14,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
31,37,Masculin,Union libre,TRANSUA,Rural,GONTOUGO,0,35-44,31
77,17,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
2,40,Masculin,Union libre,TRANSUA,Rural,GONTOUGO,1,35-44,31
77,4,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,19,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
77,8,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,23,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
77,9,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
80,46,Féminin,Union libre,TRANSUA,Rural,GONTOUGO,0,45-54,80
80,47,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,45-54,80
77,8,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,10,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,0,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,,38
91,78,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,0,75-84,8
38,14,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,8,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
88,50,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,45-54,15
77,22,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
38,3,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
8,53,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,45-54,8
88,82,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,75-84,15
77,22,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
38,11,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,7,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,14,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
6,33,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,25-34,15
77,12,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,3,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,6,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,15,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,10
38,0,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,,38
6,26,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,25-34,15
31,36,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,0,35-44,31
77,16,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
38,13,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
77,12,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,5,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
8,64,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,0,55-64,8
88,63,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,55-64,88
77,9,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,15,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,10
38,3,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,1,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
80,34,Féminin,Union libre,TRANSUA,Rural,GONTOUGO,0,25-34,80
77,8,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
31,32,Masculin,Union libre,TRANSUA,Rural,GONTOUGO,0,25-34,31
77,10,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,3,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
85,40,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,1,35-44,31
15,25,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,1,25-34,15
77,12,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,0,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,,8
10,40,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,1,35-44,80
77,6,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,17,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
21,33,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,1,25-34,8
8,52,Masculin,Séparé,TRANSUA,Rural,GONTOUGO,0,45-54,8
38,2,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
38,2,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
52,52,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,1,45-54,8
77,25,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,25-34,8
6,32,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,0,25-34,15
38,11,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
77,14,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
80,36,Féminin,Séparé,TRANSUA,Rural,GONTOUGO,0,35-44,15
85,40,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,1,35-44,31
15,35,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,1,35-44,15
38,6,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
77,11,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
80,33,Féminin,Séparé,TRANSUA,Rural,GONTOUGO,0,25-34,15
77,1,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
52,45,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,1,45-54,8
77,11,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
77,4,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
38,14,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
15,43,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,1,35-44,15
38,15,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,10
13,58,Masculin,Veuf(ve),TRANSUA,Rural,GONTOUGO,1,55-64,8
77,19,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,15-24,77
10,46,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,1,45-54,80
38,7,Féminin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,38
15,39,Féminin,Marié(e),TRANSUA,Rural,GONTOUGO,1,35-44,15
77,8,Masculin,Célibataire,TRANSUA,Rural,GONTOUGO,0,0-14,77
52,46,Masculin,Marié(e),TRANSUA,Rural,GONTOUGO,1,45-54,8
54,7,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
68,61,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,55-64,11
81,27,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,25-34,9
55,10,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
34,51,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,45-54,3
92,28,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,25-34,92
55,5,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
92,21,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,15-24,92
54,3,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
9,28,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,25-34,9
54,0,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,,10
14,19,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,1,15-24,14
92,23,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,15-24,92
9,24,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,15-24,9
14,20,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,1,15-24,14
76,54,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,1,45-54,8
54,12,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
11,70,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,65-74,11
3,53,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,45-54,3
81,13,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
11,65,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,65-74,11
54,12,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
34,63,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,55-64,11
54,7,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
55,9,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
81,12,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
54,5,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
54,13,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
54,10,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
68,56,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,55-64,11
92,30,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,25-34,92
55,6,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
54,15,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,15-24,10
92,29,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,25-34,92
81,12,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
81,12,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
55,0,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,,8
54,0,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,,10
68,36,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,35-44,9
55,3,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
92,22,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,15-24,92
54,2,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
9,37,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,35-44,9
54,7,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
92,26,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,25-34,92
55,2,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
68,32,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,25-34,9
11,68,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,65-74,11
3,45,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,45-54,3
54,10,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
55,0,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,,8
9,22,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,15-24,9
92,19,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,0,15-24,92
81,22,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,15-24,14
3,51,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,45-54,3
64,20,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,1,15-24,10
55,9,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,54
54,14,Féminin,Célibataire,DOBA,Urbain,SAN-PEDRO,0,0-14,40
3,46,Féminin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,45-54,3
76,52,Masculin,Marié(e),DOBA,Urbain,SAN-PEDRO,1,45-54,68
14,33,Masculin,Célibataire,DOBA,Urbain,SAN-PEDRO,1,25-34,9
78,5,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
59,51,Féminin,Veuf(ve),DOBA,Rural,SAN-PEDRO,1,45-54,15
40,5,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
21,23,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
52,46,Masculin,Divorcé(e),DOBA,Rural,SAN-PEDRO,1,45-54,2
15,29,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,15
40,9,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
52,49,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,45-54,8
78,3,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
2,43,Masculin,Union libre,DOBA,Rural,SAN-PEDRO,1,35-44,2
78,4,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
80,30,Féminin,Union libre,DOBA,Rural,SAN-PEDRO,0,25-34,10
2,33,Masculin,Union libre,DOBA,Rural,SAN-PEDRO,1,25-34,2
78,3,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,5,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
10,23,Féminin,Union libre,DOBA,Rural,SAN-PEDRO,1,15-24,10
10,33,Féminin,Union libre,DOBA,Rural,SAN-PEDRO,1,25-34,10
40,12,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,6,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
2,37,Masculin,Union libre,DOBA,Rural,SAN-PEDRO,1,35-44,2
40,1,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
40,9,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,25,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,25-34,21
59,57,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,55-64,8
2,41,Masculin,Union libre,DOBA,Rural,SAN-PEDRO,1,35-44,2
78,0,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,8
10,30,Féminin,Union libre,DOBA,Rural,SAN-PEDRO,1,25-34,10
52,43,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
24,37,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,35-44,15
10,16,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,10
40,12,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
21,24,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
6,32,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,15
85,41,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
40,4,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
21,15,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
85,34,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,85
40,0,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,10
6,22,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,15-24,6
78,3,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,6,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
52,48,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,45-54,8
78,9,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
15,30,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,15
78,4,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,2,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,18,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,21
78,7,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
85,28,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,85
85,33,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,85
40,3,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
21,19,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
78,10,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,0,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,10
8,47,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,0,45-54,8
40,12,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
6,27,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,15
40,6,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,0,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,8
6,21,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,15-24,6
31,26,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,85
78,10,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
8,61,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
88,60,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
78,8,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,0,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,10
85,41,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
6,28,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,15
78,9,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,9,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
85,40,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
78,3,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,12,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
6,32,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,15
40,7,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,8,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,25,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,25-34,21
88,57,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
8,56,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
78,33,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,25-34,21
78,29,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,25-34,21
78,19,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,21
78,13,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
85,24,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,15-24,8
40,1,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
6,20,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,15-24,6
78,17,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,21
21,34,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,25-34,21
40,3,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,13,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,17,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,10
78,10,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
59,57,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,55-64,8
24,44,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,35-44,15
52,55,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,55-64,8
21,20,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
78,5,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,8,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,7,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
40,15,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,10
78,11,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
85,37,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
85,33,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,85
40,7,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
40,3,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
6,33,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,15
78,6,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,6,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
15,26,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,15
78,6,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
85,36,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
78,4,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
78,0,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,8
8,56,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
21,17,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
40,10,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
88,53,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,45-54,15
40,14,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
8,59,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
40,11,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
40,9,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
40,4,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
24,41,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,35-44,15
78,33,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,25-34,21
13,68,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,65-74,8
88,62,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,55-64,8
40,18,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,10
21,21,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,21
7,50,Féminin,Veuf(ve),DOBA,Rural,SAN-PEDRO,0,45-54,15
10,16,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,1,15-24,10
40,0,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,10
21,25,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,25-34,21
85,35,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
40,8,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,1,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,17,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,10
15,37,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,15
78,0,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,,8
40,8,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
15,27,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,15
85,35,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
78,5,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
21,38,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,35-44,2
40,11,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
52,44,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,35-44,52
24,40,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,35-44,15
40,13,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,17,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,15-24,21
40,8,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
21,25,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,1,25-34,21
6,33,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,0,25-34,15
40,5,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,11,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,3,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
85,31,Masculin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,85
78,13,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
40,1,Féminin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,40
78,7,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
15,27,Féminin,Marié(e),DOBA,Rural,SAN-PEDRO,1,25-34,15
78,10,Masculin,Célibataire,DOBA,Rural,SAN-PEDRO,0,0-14,78
