region,sexe,mstat,age_grp,nbr_indv,mean_rev,mean_banked,empl_formel,proprio_titre,proprio_sans,locataire,autre_logement,assurance,categorie_revenus,niveau_bancaire,statut_logement,niveau_emploi,niveau_assurance,score_bancaire_optimise,categorie_risque_bancaire,recommandation_credit
BERE,Féminin,Célibataire,25-34,10.0,39618.859,0.69999999,0.1,0.30000001,0.30000001,0.2,0.2,0.30000001,Revenus_moyens,Bancarise,Proprietaire_titre,Mixte,Assure,70,Risque_Faible,ACCORD_Recommande
BERE,Féminin,Célibataire,35-44,3.0,10000.0,0.66666669,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
BERE,Féminin,Célibataire,45-54,2.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Célibataire,55-64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BERE,Féminin,Célibataire,65+,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Divorcé(e),15-24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Assure,13,Risque_Tres_Eleve,REFUS_Recommande
BERE,Féminin,Divorcé(e),55-64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Marié(e),15-24,51.0,470.5882149019608,0.19607842647058824,0.0,0.1568627468627451,0.41176471196078435,0.09803921764705884,0.3333333311764706,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Marié(e),25-34,106.0,1785.7350707547168,0.3301886785849057,0.0,0.24528302773584906,0.44339621716981137,0.04716981141509434,0.2641509452830189,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Marié(e),35-44,125.0,333.33333056000004,0.35199999775999996,0.0,0.32800000528,0.5280000168,0.048000003696,0.09599999904,0.008000000016,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Marié(e),45-54,56.0,0.0,0.3928571425,0.0,0.3749999907142857,0.5178571310714285,0.05357142857142857,0.05357142857142857,0.03571428498214286,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,23,Risque_Eleve,REFUS_Recommande
BERE,Féminin,Marié(e),55-64,35.0,1190.4761885714286,0.2285714189142857,0.0,0.39999998999999997,0.457142844,0.0,0.14285714805714286,0.02857142931428571,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Marié(e),65+,6.0,0.0,0.333333345,0.0,0.500000015,0.33333334,0.0,0.16666667,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,19,Risque_Tres_Eleve,REFUS_Recommande
BERE,Féminin,Séparé,25-34,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Séparé,45-54,2.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Séparé,55-64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Assure,6,Risque_Tres_Eleve,REFUS_Recommande
BERE,Féminin,Union libre,15-24,1.0,30000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Revenus_moyens,Non_bancarise,Locataire,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Union libre,25-34,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Veuf(ve),25-34,3.0,0.0,0.66666669,0.0,0.0,0.33333334,0.0,0.66666669,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Veuf(ve),35-44,9.0,0.0,0.66666669,0.0,0.22222222,0.33333334,0.0,0.44444445,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Veuf(ve),45-54,6.0,0.0,0.83333331,0.0,0.16666667,0.33333334,0.0,0.5,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Féminin,Veuf(ve),55-64,15.0,0.0,0.40000001,0.0,0.40000001,0.60000002,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BERE,Féminin,Veuf(ve),65+,21.0,0.0,0.14285715,0.0,0.14285715,0.61904764,0.0,0.23809524000000004,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
BERE,Masculin,Célibataire,0-14,512.0,0.0,0.0,0.0,0.32617188,0.45703125,0.04296875,0.17382813,0.005859375,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,6,Risque_Tres_Eleve,REFUS_Recommande
BERE,Masculin,Célibataire,15-24,145.0,3943.2683,0.27586207,0.0,0.33103448,0.4758620599999999,0.034482758,0.15862069,0.0068965517,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
BERE,Masculin,Célibataire,25-34,16.0,4062.5,0.75,0.0,0.375,0.4375,0.0625,0.125,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
BERE,Masculin,Célibataire,35-44,9.0,16432.389,0.77777779,0.0,0.22222222,0.33333334,0.0,0.44444445,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
BERE,Masculin,Célibataire,45-54,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
BERE,Masculin,Divorcé(e),35-44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BERE,Masculin,Divorcé(e),45-54,3.0,0.0,0.33333334,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
BERE,Masculin,Divorcé(e),55-64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Non_bancarise,Locataire,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BERE,Masculin,Marié(e),15-24,9.0,17777.777777777777,0.7777777777777778,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
BERE,Masculin,Marié(e),25-34,70.0,27519.235842857142,0.8714285704285715,0.028571429142857145,0.1428571462857143,0.38571429728571427,0.11428571685714287,0.357142847,0.028571429142857145,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
BERE,Masculin,Marié(e),35-44,75.0,16625.3692,0.839999998,0.053333335999999995,0.25333333599999996,0.4800000139999999,0.0533333346,0.21333333999999998,0.0133333338,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
BERE,Masculin,Marié(e),45-54,61.0,2704.918157377049,0.803278676885246,0.0,0.31147541377049176,0.540983616557377,0.049180328918032784,0.09836065629508196,0.016393442786885246,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,46,Risque_Moyen,ETUDE_Approfondie
BERE,Masculin,Marié(e),55-64,30.0,0.0,0.700000006,0.0,0.43333333333333335,0.4000000006666667,0.10000000166666666,0.06666666666666667,0.033333335,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Faiblement_assure,36,Risque_Eleve,ETUDE_Approfondie
BERE,Masculin,Marié(e),65+,30.0,0.0,0.5,0.0,0.3000000033333334,0.46666667000000006,0.033333334000000006,0.2,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BERE,Masculin,Séparé,35-44,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BERE,Masculin,Union libre,25-34,3.0,63333.332,1.0,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0,Revenus_eleves,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,75,Risque_Faible,ACCORD_Recommande
BOUNKANI,Féminin,Célibataire,0-14,272.0,0.0,0.0,0.0,0.091911763,0.69117647,0.066176474,0.15073529,0.0036764706,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,6,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Célibataire,15-24,47.0,319.14893,0.21276596000000003,0.0,0.10638298000000002,0.61702126,0.08510638,0.19148937000000002,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Célibataire,25-34,7.0,40000.0,0.5714286,0.14285715,0.0,0.2857143,0.14285715,0.5714286,0.0,Revenus_moyens,Bancarise,Autre_logement,Mixte,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
BOUNKANI,Féminin,Célibataire,35-44,4.0,0.0,0.75,0.0,0.0,0.5,0.25,0.25,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Célibataire,45-54,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Célibataire,55-64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Célibataire,65+,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,0,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Divorcé(e),35-44,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Marié(e),15-24,69.0,0.0,0.05797101643478261,0.0,0.057971015652173906,0.7971014543478261,0.014492754130434783,0.13043478643478262,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Marié(e),25-34,77.0,1600.6294545454546,0.10389610193506493,0.0,0.10389610436363636,0.7792207883116883,0.03896103994805195,0.07792207837662336,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Marié(e),35-44,48.0,1041.6666375,0.08333333462499999,0.0,0.1250000003125,0.8125000237499999,0.041666667250000004,0.0208333333125,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Marié(e),45-54,33.0,0.0,0.09090909212121212,0.0,0.06060606242424243,0.7878787933333333,0.06060606060606061,0.09090909212121212,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Marié(e),55-64,14.0,0.0,0.071428575,0.0,0.28571429,0.6428571500000001,0.0,0.071428575,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Marié(e),65+,2.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Séparé,45-54,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Union libre,15-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,3,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Veuf(ve),25-34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Veuf(ve),35-44,2.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Veuf(ve),45-54,7.0,6428.5713000000005,0.14285715,0.0,0.0,1.0,0.0,0.0,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Féminin,Veuf(ve),55-64,19.0,0.0,0.15789473,0.0,0.0,0.7368421,0.05263157899999999,0.21052631999999996,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BOUNKANI,Féminin,Veuf(ve),65+,11.0,0.0,0.18181819,0.0,0.18181819,0.54545456,0.0,0.27272728,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Célibataire,0-14,316.0,0.0,0.0,0.0,0.12974684,0.79430377,0.018987341,0.05696202400000001,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Célibataire,15-24,82.0,609.7561,0.18292683,0.0,0.17073171,0.64634144,0.073170729,0.10975609999999998,0.012195121,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Masculin,Célibataire,25-34,11.0,1212.1212,0.090909094,0.0,0.18181819,0.54545456,0.0,0.27272728,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Masculin,Célibataire,35-44,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Célibataire,45-54,2.0,22500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
BOUNKANI,Masculin,Célibataire,55-64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Masculin,Célibataire,65+,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Divorcé(e),35-44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Divorcé(e),55-64,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,8,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Marié(e),15-24,20.0,7541.66691,0.299999998,0.0,0.0,0.6999999889999999,0.0500000004,0.249999998,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Masculin,Marié(e),25-34,53.0,5015.433843396227,0.4716981054716981,0.0,0.09433962301886792,0.8113207407547169,0.0,0.09433962045283018,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Masculin,Marié(e),35-44,51.0,17203.19894117647,0.45098040411764706,0.039215687176470594,0.07843137470588235,0.7450980264705882,0.09803921505882353,0.07843137470588235,0.019607843588235297,Revenus_moyens,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,53,Risque_Moyen,ACCORD_Conditionnel
BOUNKANI,Masculin,Marié(e),45-54,34.0,8892.907335294118,0.23529410776470588,0.058823530264705874,0.14705882673529413,0.7352941285294118,0.058823530264705874,0.058823530264705874,0.058823530264705874,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
BOUNKANI,Masculin,Marié(e),55-64,27.0,0.0,0.2222222174074074,0.0,0.11111111114814815,0.8888889022222223,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Marié(e),65+,9.0,0.0,0.22222222777777778,0.0,0.1111111111111111,0.6666666777777777,0.0,0.2222222222222222,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Séparé,35-44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Séparé,65+,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,0,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Union libre,15-24,1.0,200000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Revenus_tres_eleves,Bancarise,Autre_logement,Informel,Non_assure,78,Risque_Faible,ACCORD_Recommande
BOUNKANI,Masculin,Veuf(ve),25-34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Veuf(ve),35-44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BOUNKANI,Masculin,Veuf(ve),55-64,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,8,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Célibataire,0-14,388.0,0.0,0.0,0.0,0.41237113,0.3917525700000001,0.10051546,0.095360823,0.023195876,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Faiblement_assure,8,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Célibataire,15-24,61.0,1607.8668,0.26229507,0.0,0.37704918,0.40983605,0.081967212,0.13114753,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
CAVALLY,Féminin,Célibataire,25-34,19.0,15000.0,0.68421054,0.0,0.42105263,0.21052631999999996,0.31578946,0.05263157899999999,0.05263157899999999,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Faiblement_assure,63,Risque_Faible,ACCORD_Conditionnel
CAVALLY,Féminin,Célibataire,35-44,15.0,31200.0,0.66666669,0.0,0.33333334,0.13333334,0.26666668,0.26666668,0.06666667,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Faiblement_assure,63,Risque_Faible,ACCORD_Conditionnel
CAVALLY,Féminin,Célibataire,45-54,7.0,0.0,0.5714286,0.0,0.14285715,0.5714286,0.2857143,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
CAVALLY,Féminin,Célibataire,55-64,3.0,0.0,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Célibataire,65+,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Divorcé(e),35-44,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Divorcé(e),45-54,1.0,40000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Non_assure,62,Risque_Faible,ACCORD_Conditionnel
CAVALLY,Féminin,Divorcé(e),65+,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Marié(e),15-24,52.0,0.0,0.15384615961538461,0.0,0.4038461573076923,0.4230769311538462,0.057692310576923075,0.11538462115384615,0.019230769384615383,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,21,Risque_Eleve,REFUS_Recommande
CAVALLY,Féminin,Marié(e),25-34,118.0,5266.488915254237,0.1610169484745763,0.008474575610169491,0.3728813642372881,0.47457626322033897,0.050847456508474574,0.10169491288135593,0.008474575610169491,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
CAVALLY,Féminin,Marié(e),35-44,74.0,0.0,0.22972973136486485,0.0,0.36486486472972973,0.5405405221621622,0.06756756687837838,0.027027027081081078,0.05405405325675676,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,23,Risque_Eleve,REFUS_Recommande
CAVALLY,Féminin,Marié(e),45-54,29.0,2931.034548275862,0.31034483448275857,0.0,0.3793103548275862,0.48275862655172413,0.10344827634482757,0.034482758896551724,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
CAVALLY,Féminin,Marié(e),55-64,15.0,0.0,0.333333334,0.0,0.5333333466666665,0.4000000006666667,0.0,0.06666666666666667,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
CAVALLY,Féminin,Marié(e),65+,4.0,0.0,0.25,0.0,0.25000000499999997,0.7500000175,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Union libre,15-24,3.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.66666669,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,3,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Union libre,25-34,15.0,0.0,0.33333334,0.0,0.2,0.46666667,0.2,0.13333334,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
CAVALLY,Féminin,Union libre,35-44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Non_bancarise,Locataire,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Féminin,Veuf(ve),35-44,2.0,24947.26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Non_assure,62,Risque_Faible,ACCORD_Conditionnel
CAVALLY,Féminin,Veuf(ve),45-54,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
CAVALLY,Féminin,Veuf(ve),55-64,8.0,0.0,0.5,0.0,0.5,0.375,0.125,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
CAVALLY,Féminin,Veuf(ve),65+,10.0,0.0,0.30000001,0.0,0.30000001,0.60000002,0.0,0.1,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Masculin,Célibataire,0-14,394.0,0.0,0.0,0.0,0.39340103,0.44923857000000006,0.081218272,0.076142132,0.030456851999999996,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,6,Risque_Tres_Eleve,REFUS_Recommande
CAVALLY,Masculin,Célibataire,15-24,110.0,16502.096,0.29090908,0.0,0.34545454,0.31818181,0.24545455,0.090909094,0.018181818,Revenus_moyens,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,48,Risque_Moyen,ETUDE_Approfondie
