cluster,age_num,sex,marital_status,city,bancarise
0,2,Féminin,Célibataire,MAHAPLEU,0
1,38,Féminin,Divorcé(e),MAHAPLEU,1
1,38,Féminin,Célibataire,MAHAPLEU,0
1,54,Féminin,Marié(e),MAHAPLEU,0
0,5,Masculin,Célibataire,MAHAPLEU,0
0,2,Masculin,Célibataire,MAHAPLEU,0
1,55,Masculin,Marié(e),MAHAPLEU,0
0,6,Masculin,Célibataire,MAHAPLEU,0
0,7,Féminin,Célibataire,MAHAPLEU,0
0,0,Masculin,Célibataire,MAHAPLEU,0
1,52,Masculin,Marié(e),MAHAPLEU,0
0,15,Masculin,Célibataire,MAHAPLEU,0
1,39,Féminin,Marié(e),MAHAPLEU,0
0,4,Masculin,Célibataire,MAHAPLEU,0
0,9,Féminin,Célibataire,MAHAPLEU,0
0,11,Masculin,Célibataire,MAHAPLEU,0
0,6,Masculin,Célibataire,MAHAPLEU,0
0,2,Féminin,Célibataire,MAHAPLEU,0
1,30,Féminin,Marié(e),MAHAPLEU,0
0,7,Féminin,Célibataire,MAHAPLEU,0
1,36,Masculin,Marié(e),MAHAPLEU,0
1,31,Masculin,Marié(e),MAHAPLEU,0
1,36,Féminin,Marié(e),MAHAPLEU,0
0,4,Féminin,Célibataire,MAHAPLEU,0
1,53,Féminin,Célibataire,MAHAPLEU,0
0,7,Masculin,Célibataire,MAHAPLEU,0
0,0,Masculin,Célibataire,MAHAPLEU,0
0,15,Masculin,Célibataire,MAHAPLEU,0
0,3,Masculin,Célibataire,MAHAPLEU,0
1,58,Féminin,Veuf(ve),MAHAPLEU,0
0,22,Féminin,Célibataire,MAHAPLEU,0
0,13,Masculin,Célibataire,MAHAPLEU,0
1,50,Féminin,Célibataire,MAHAPLEU,0
0,14,Masculin,Célibataire,MAHAPLEU,0
1,58,Féminin,Marié(e),MAHAPLEU,0
0,7,Masculin,Célibataire,MAHAPLEU,0
1,50,Masculin,Marié(e),MAHAPLEU,0
1,40,Féminin,Divorcé(e),MAHAPLEU,0
1,54,Féminin,Marié(e),MAHAPLEU,0
1,67,Masculin,Marié(e),MAHAPLEU,1
0,7,Féminin,Célibataire,MAHAPLEU,0
0,11,Masculin,Célibataire,MAHAPLEU,0
1,37,Féminin,Marié(e),MAHAPLEU,1
1,49,Masculin,Marié(e),MAHAPLEU,1
1,44,Féminin,Marié(e),MAHAPLEU,1
0,14,Masculin,Célibataire,MAHAPLEU,0
0,6,Féminin,Célibataire,MAHAPLEU,0
0,6,Féminin,Célibataire,MAHAPLEU,0
1,42,Masculin,Marié(e),MAHAPLEU,0
0,10,Masculin,Célibataire,MAHAPLEU,0
0,8,Féminin,Célibataire,MAHAPLEU,0
1,41,Féminin,Marié(e),MAHAPLEU,0
0,0,Masculin,Célibataire,MAHAPLEU,0
0,5,Féminin,Célibataire,MAHAPLEU,0
1,23,Féminin,Marié(e),MAHAPLEU,1
0,0,Masculin,Célibataire,MAHAPLEU,0
1,32,Masculin,Marié(e),MAHAPLEU,1
0,0,Masculin,Célibataire,SEILEU,0
0,4,Masculin,Célibataire,SEILEU,0
1,31,Masculin,Marié(e),SEILEU,1
1,33,Masculin,Divorcé(e),SEILEU,1
0,6,Féminin,Célibataire,SEILEU,0
1,23,Féminin,Marié(e),SEILEU,1
0,5,Féminin,Célibataire,SEILEU,0
0,9,Masculin,Célibataire,SEILEU,0
1,33,Féminin,Marié(e),SEILEU,0
1,43,Masculin,Marié(e),SEILEU,1
0,12,Masculin,Célibataire,SEILEU,0
0,25,Féminin,Célibataire,SEILEU,0
0,10,Masculin,Célibataire,SEILEU,0
1,73,Masculin,Marié(e),SEILEU,1
0,3,Féminin,Célibataire,SEILEU,0
1,31,Féminin,Célibataire,SEILEU,1
1,51,Masculin,Célibataire,SEILEU,1
0,7,Féminin,Célibataire,SEILEU,0
1,69,Féminin,Marié(e),SEILEU,1
1,36,Masculin,Marié(e),SEILEU,0
0,6,Féminin,Célibataire,SEILEU,0
0,9,Masculin,Célibataire,SEILEU,0
0,3,Féminin,Célibataire,SEILEU,0
1,31,Féminin,Marié(e),SEILEU,0
0,0,Féminin,Célibataire,SEILEU,0
0,10,Féminin,Célibataire,SEILEU,0
1,43,Féminin,Veuf(ve),SEILEU,0
0,6,Féminin,Célibataire,SEILEU,0
0,7,Féminin,Célibataire,SEILEU,0
1,64,Masculin,Séparé,SEILEU,0
0,13,Masculin,Célibataire,SEILEU,0
0,9,Féminin,Célibataire,SEILEU,0
0,12,Masculin,Célibataire,SEILEU,0
1,45,Féminin,Marié(e),SEILEU,1
0,4,Masculin,Célibataire,SEILEU,0
1,74,Féminin,Veuf(ve),SEILEU,0
0,8,Masculin,Célibataire,SEILEU,0
1,50,Féminin,Marié(e),SEILEU,0
1,54,Masculin,Marié(e),SEILEU,0
0,19,Masculin,Célibataire,SEILEU,0
0,15,Féminin,Célibataire,SEILEU,0
0,12,Féminin,Célibataire,SEILEU,0
0,9,Masculin,Célibataire,SEILEU,0
1,82,Féminin,Veuf(ve),SEILEU,0
1,35,Féminin,Marié(e),SEILEU,0
1,40,Masculin,Marié(e),SEILEU,1
0,25,Masculin,Célibataire,SEILEU,0
1,50,Masculin,Célibataire,ZONNEU,1
0,24,Masculin,Célibataire,ZONNEU,1
0,1,Féminin,Célibataire,ZONNEU,0
1,62,Féminin,Veuf(ve),ZONNEU,0
0,13,Féminin,Célibataire,ZONNEU,0
1,26,Féminin,Marié(e),ZONNEU,0
0,12,Masculin,Célibataire,ZONNEU,0
1,36,Masculin,Marié(e),ZONNEU,1
0,27,Masculin,Célibataire,ZONNEU,1
0,11,Féminin,Célibataire,ZONNEU,0
0,6,Féminin,Célibataire,ZONNEU,0
1,46,Féminin,Marié(e),ZONNEU,0
0,27,Féminin,Célibataire,ZONNEU,0
1,50,Masculin,Marié(e),ZONNEU,0
0,11,Féminin,Célibataire,ZONNEU,0
1,56,Masculin,Marié(e),ZONNEU,1
1,41,Féminin,Marié(e),ZONNEU,0
0,9,Masculin,Célibataire,ZONNEU,0
0,8,Féminin,Célibataire,ZONNEU,0
0,15,Masculin,Célibataire,ZONNEU,0
1,53,Masculin,Marié(e),ZONNEU,1
0,13,Masculin,Célibataire,ZONNEU,0
1,75,Féminin,Veuf(ve),ZONNEU,0
1,51,Féminin,Marié(e),ZONNEU,0
0,2,Masculin,Célibataire,ZONNEU,0
0,15,Masculin,Célibataire,ZONNEU,0
1,44,Féminin,Marié(e),ZONNEU,0
0,24,Masculin,Célibataire,ZONNEU,0
1,45,Masculin,Marié(e),ZONNEU,1
0,13,Féminin,Célibataire,ZONNEU,0
0,10,Masculin,Célibataire,ZONNEU,0
1,31,Masculin,Célibataire,ZONNEU,1
1,49,Masculin,Marié(e),ZONNEU,1
0,6,Masculin,Célibataire,ZONNEU,0
0,11,Masculin,Célibataire,ZONNEU,0
0,7,Féminin,Célibataire,ZONNEU,0
0,23,Masculin,Célibataire,ZONNEU,0
0,18,Féminin,Célibataire,ZONNEU,1
0,11,Féminin,Célibataire,ZONNEU,0
1,42,Féminin,Marié(e),ZONNEU,0
1,49,Féminin,Marié(e),ZONNEU,0
0,9,Féminin,Célibataire,ZONNEU,0
0,6,Masculin,Célibataire,ZONNEU,0
1,46,Masculin,Marié(e),ZONNEU,0
1,33,Féminin,Marié(e),ZONNEU,0
1,28,Féminin,Marié(e),ZONNEU,0
0,2,Masculin,Célibataire,ZONNEU,0
0,26,Masculin,Célibataire,ZONNEU,1
0,2,Masculin,Célibataire,ZONNEU,0
1,78,Masculin,Marié(e),ZONNEU,1
0,15,Masculin,Célibataire,ZONNEU,0
0,13,Féminin,Célibataire,ZONNEU,0
0,19,Masculin,Célibataire,ZONNEU,0
0,24,Masculin,Célibataire,ZONNEU,0
0,22,Masculin,Célibataire,ZONNEU,0
1,51,Féminin,Marié(e),ZONNEU,0
1,58,Féminin,Marié(e),ZONNEU,0
0,16,Féminin,Célibataire,ZONNEU,0
0,12,Féminin,Célibataire,ZONNEU,0
1,62,Féminin,Veuf(ve),FAGNAMPLEU,0
0,11,Féminin,Célibataire,FAGNAMPLEU,0
1,67,Masculin,Divorcé(e),FAGNAMPLEU,0
1,40,Masculin,Marié(e),FAGNAMPLEU,1
0,8,Féminin,Célibataire,FAGNAMPLEU,0
1,53,Féminin,Marié(e),FAGNAMPLEU,1
1,54,Masculin,Marié(e),FAGNAMPLEU,1
0,0,Féminin,Célibataire,FAGNAMPLEU,0
1,31,Féminin,Marié(e),FAGNAMPLEU,0
0,7,Masculin,Célibataire,FAGNAMPLEU,0
1,34,Masculin,Marié(e),FAGNAMPLEU,0
1,59,Féminin,Marié(e),FAGNAMPLEU,1
1,69,Masculin,Marié(e),FAGNAMPLEU,1
0,13,Masculin,Célibataire,FAGNAMPLEU,0
0,10,Masculin,Célibataire,FAGNAMPLEU,0
0,7,Masculin,Célibataire,FAGNAMPLEU,0
1,46,Féminin,Union libre,FAGNAMPLEU,0
0,14,Féminin,Célibataire,FAGNAMPLEU,0
1,51,Masculin,Union libre,FAGNAMPLEU,0
0,17,Masculin,Célibataire,FAGNAMPLEU,0
0,11,Féminin,Célibataire,FAGNAMPLEU,0
0,23,Féminin,Célibataire,FAGNAMPLEU,0
1,77,Masculin,Veuf(ve),FAGNAMPLEU,1
1,58,Masculin,Marié(e),FAGNAMPLEU,0
1,35,Féminin,Marié(e),FAGNAMPLEU,0
0,6,Masculin,Célibataire,FAGNAMPLEU,0
0,18,Masculin,Célibataire,FAGNAMPLEU,0
0,19,Féminin,Union libre,FAGNAMPLEU,0
1,30,Masculin,Union libre,FAGNAMPLEU,0
0,1,Féminin,Célibataire,FAGNAMPLEU,0
0,7,Masculin,Célibataire,FAGNAMPLEU,0
1,58,Féminin,Marié(e),FAGNAMPLEU,0
0,7,Féminin,Célibataire,FAGNAMPLEU,0
1,70,Masculin,Marié(e),FAGNAMPLEU,1
0,33,Féminin,Célibataire,FAGNAMPLEU,0
1,36,Masculin,Célibataire,FAGNAMPLEU,1
1,75,Féminin,Veuf(ve),FAGNAMPLEU,0
1,66,Masculin,Célibataire,LOGOUALE,0
0,27,Masculin,Célibataire,LOGOUALE,0
0,11,Masculin,Célibataire,LOGOUALE,0
1,65,Féminin,Séparé,LOGOUALE,0
1,38,Masculin,Marié(e),LOGOUALE,1
1,40,Féminin,Marié(e),LOGOUALE,0
0,3,Féminin,Célibataire,LOGOUALE,0
1,55,Féminin,Marié(e),LOGOUALE,1
1,72,Masculin,Marié(e),LOGOUALE,0
0,5,Féminin,Célibataire,LOGOUALE,0
1,59,Féminin,Marié(e),LOGOUALE,0
1,70,Masculin,Marié(e),LOGOUALE,1
0,18,Masculin,Célibataire,LOGOUALE,1
0,6,Féminin,Célibataire,LOGOUALE,0
0,13,Masculin,Célibataire,LOGOUALE,0
1,49,Masculin,Marié(e),LOGOUALE,1
0,2,Masculin,Célibataire,LOGOUALE,0
0,9,Masculin,Célibataire,LOGOUALE,0
1,36,Féminin,Marié(e),LOGOUALE,1
0,15,Féminin,Célibataire,LOGOUALE,0
0,14,Masculin,Célibataire,LOGOUALE,0
0,19,Féminin,Célibataire,LOGOUALE,0
1,47,Féminin,Marié(e),LOGOUALE,0
1,59,Masculin,Marié(e),LOGOUALE,0
0,17,Masculin,Célibataire,LOGOUALE,0
0,18,Masculin,Célibataire,LOGOUALE,0
1,53,Masculin,Marié(e),LOGOUALE,1
0,18,Masculin,Célibataire,LOGOUALE,1
0,20,Masculin,Célibataire,LOGOUALE,1
0,7,Féminin,Célibataire,LOGOUALE,0
1,34,Féminin,Marié(e),LOGOUALE,1
1,67,Masculin,Marié(e),LOGOUALE,0
0,14,Masculin,Célibataire,LOGOUALE,0
0,16,Masculin,Célibataire,LOGOUALE,1
1,41,Féminin,Marié(e),LOGOUALE,0
1,48,Masculin,Célibataire,LOGOUALE,0
1,41,Masculin,Marié(e),LOGOUALE,0
1,39,Féminin,Marié(e),LOGOUALE,0
0,15,Féminin,Célibataire,LOGOUALE,0
0,10,Féminin,Célibataire,LOGOUALE,0
1,53,Féminin,Veuf(ve),LOGOUALE,0
1,36,Masculin,Séparé,LOGOUALE,1
0,12,Féminin,Célibataire,LOGOUALE,0
0,9,Masculin,Célibataire,LOGOUALE,0
1,39,Féminin,Marié(e),MAN,0
0,0,Masculin,Célibataire,MAN,0
1,44,Masculin,Marié(e),MAN,1
0,22,Masculin,Célibataire,MAN,0
1,62,Féminin,Marié(e),MAN,0
0,21,Féminin,Célibataire,MAN,0
0,3,Féminin,Célibataire,MAN,0
0,10,Masculin,Célibataire,MAN,0
1,58,Masculin,Marié(e),MAN,1
0,4,Masculin,Célibataire,MAN,0
0,18,Masculin,Célibataire,MAN,0
0,8,Masculin,Célibataire,MAN,0
0,15,Masculin,Célibataire,MAN,0
1,58,Féminin,Marié(e),MAN,0
1,73,Masculin,Marié(e),MAN,0
1,31,Féminin,Marié(e),MAN,1
0,11,Masculin,Célibataire,MAN,0
0,0,Féminin,Célibataire,MAN,0
0,8,Féminin,Célibataire,MAN,0
0,4,Féminin,Célibataire,MAN,0
1,45,Masculin,Marié(e),MAN,1
0,8,Féminin,Célibataire,MAN,0
0,6,Féminin,Célibataire,MAN,0
1,34,Féminin,Marié(e),MAN,1
0,16,Féminin,Célibataire,MAN,0
0,8,Masculin,Célibataire,MAN,0
0,16,Masculin,Célibataire,MAN,0
0,16,Féminin,Célibataire,MAN,0
1,41,Masculin,Marié(e),MAN,1
1,32,Féminin,Marié(e),MAN,1
0,4,Féminin,Célibataire,MAN,0
0,1,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
0,3,Féminin,Célibataire,MAN,0
1,39,Masculin,Marié(e),MAN,1
1,47,Féminin,Marié(e),MAN,1
1,49,Masculin,Marié(e),MAN,1
1,34,Masculin,Marié(e),MAN,1
0,20,Masculin,Célibataire,MAN,1
0,13,Masculin,Célibataire,MAN,0
1,32,Masculin,Marié(e),MAN,1
0,2,Masculin,Célibataire,MAN,0
1,19,Féminin,Marié(e),MAN,1
1,22,Féminin,Marié(e),MAN,0
1,30,Masculin,Marié(e),MAN,1
0,2,Féminin,Célibataire,MAN,0
1,27,Féminin,Marié(e),MAN,1
0,1,Masculin,Célibataire,MAN,0
0,6,Féminin,Célibataire,MAN,0
0,4,Féminin,Célibataire,MAN,0
0,0,Masculin,Célibataire,MAN,0
1,38,Masculin,Marié(e),MAN,1
0,4,Masculin,Célibataire,MAN,0
1,21,Féminin,Marié(e),MAN,0
0,19,Masculin,Célibataire,MAN,0
0,11,Masculin,Célibataire,MAN,0
0,1,Féminin,Célibataire,MAN,0
1,54,Masculin,Marié(e),MAN,1
0,7,Féminin,Célibataire,MAN,0
1,41,Féminin,Marié(e),MAN,1
0,18,Masculin,Célibataire,MAN,0
0,9,Féminin,Célibataire,MAN,0
0,16,Masculin,Célibataire,MAN,0
0,4,Masculin,Célibataire,MAN,0
0,8,Féminin,Célibataire,MAN,0
0,10,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
0,14,Masculin,Célibataire,MAN,0
1,31,Féminin,Marié(e),MAN,1
1,39,Féminin,Marié(e),MAN,1
1,40,Masculin,Marié(e),MAN,1
0,2,Masculin,Célibataire,MAN,0
0,9,Masculin,Célibataire,MAN,0
0,4,Masculin,Célibataire,MAN,0
1,41,Masculin,Marié(e),MAN,1
1,34,Féminin,Marié(e),MAN,0
0,13,Masculin,Célibataire,MAN,0
0,7,Masculin,Célibataire,MAN,0
0,6,Masculin,Célibataire,MAN,0
0,0,Masculin,Célibataire,MAN,0
0,9,Masculin,Célibataire,MAN,0
1,28,Féminin,Marié(e),MAN,1
1,34,Masculin,Marié(e),MAN,1
0,4,Masculin,Célibataire,MAN,0
0,2,Féminin,Célibataire,MAN,0
1,39,Masculin,Marié(e),MAN,1
0,5,Masculin,Célibataire,MAN,0
1,30,Féminin,Marié(e),MAN,0
0,1,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
0,8,Féminin,Célibataire,MAN,0
1,29,Féminin,Marié(e),MAN,0
0,6,Féminin,Célibataire,MAN,0
0,2,Féminin,Célibataire,MAN,0
1,35,Masculin,Marié(e),MAN,1
0,19,Masculin,Célibataire,MAN,1
1,65,Féminin,Veuf(ve),MAN,1
1,33,Masculin,Marié(e),MAN,1
0,3,Masculin,Célibataire,MAN,0
1,23,Féminin,Marié(e),MAN,0
0,5,Masculin,Célibataire,MAN,0
1,36,Masculin,Marié(e),MAN,0
0,2,Masculin,Célibataire,MAN,0
0,6,Féminin,Célibataire,MAN,0
0,6,Féminin,Célibataire,MAN,0
0,4,Masculin,Célibataire,MAN,0
1,71,Masculin,Marié(e),MAN,0
0,10,Masculin,Célibataire,MAN,0
1,45,Féminin,Marié(e),MAN,0
1,38,Féminin,Marié(e),MAN,0
1,56,Féminin,Marié(e),MAN,1
1,67,Masculin,Marié(e),MAN,1
0,16,Masculin,Célibataire,MAN,1
1,55,Féminin,Marié(e),MAN,1
1,62,Masculin,Marié(e),MAN,1
0,15,Masculin,Célibataire,MAN,0
1,32,Masculin,Célibataire,MAN,1
1,49,Féminin,Marié(e),MAN,1
1,55,Masculin,Marié(e),MAN,1
0,12,Féminin,Célibataire,MAN,0
0,10,Féminin,Célibataire,MAN,0
0,33,Masculin,Célibataire,MAN,0
1,63,Féminin,Marié(e),MAN,0
1,64,Masculin,Marié(e),MAN,0
0,24,Féminin,Célibataire,MAN,0
0,25,Féminin,Célibataire,MAN,0
0,2,Masculin,Célibataire,MAN,0
1,25,Masculin,Marié(e),MAN,1
1,23,Féminin,Marié(e),MAN,1
1,46,Féminin,Marié(e),MAN,0
1,66,Masculin,Marié(e),MAN,0
0,22,Masculin,Célibataire,MAN,0
1,49,Féminin,Marié(e),MAN,0
0,14,Masculin,Célibataire,MAN,0
0,16,Féminin,Célibataire,MAN,0
0,6,Féminin,Célibataire,MAN,0
1,39,Féminin,Célibataire,MAN,1
0,4,Masculin,Célibataire,MAN,0
0,15,Féminin,Célibataire,MAN,0
0,5,Féminin,Célibataire,MAN,0
1,34,Féminin,Marié(e),MAN,0
0,0,Masculin,Célibataire,MAN,0
1,44,Masculin,Marié(e),MAN,1
0,4,Féminin,Célibataire,MAN,0
1,46,Masculin,Marié(e),MAN,1
0,6,Féminin,Célibataire,MAN,0
1,24,Féminin,Marié(e),MAN,0
1,43,Féminin,Marié(e),MAN,0
1,59,Masculin,Marié(e),MAN,0
0,1,Féminin,Célibataire,MAN,0
0,16,Féminin,Célibataire,MAN,0
0,19,Féminin,Célibataire,MAN,0
0,2,Féminin,Célibataire,MAN,0
0,10,Féminin,Célibataire,MAN,0
1,53,Féminin,Veuf(ve),MAN,1
1,39,Féminin,Veuf(ve),MAN,1
0,10,Féminin,Célibataire,MAN,0
0,9,Féminin,Célibataire,MAN,0
0,2,Masculin,Célibataire,MAN,0
1,65,Féminin,Veuf(ve),MAN,0
0,10,Féminin,Célibataire,MAN,0
0,25,Masculin,Célibataire,MAN,1
0,21,Masculin,Célibataire,MAN,1
0,23,Masculin,Célibataire,MAN,1
1,52,Féminin,Marié(e),MAN,1
1,55,Masculin,Marié(e),MAN,1
0,13,Masculin,Célibataire,MAN,0
0,11,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
1,73,Féminin,Veuf(ve),MAN,0
0,1,Masculin,Célibataire,MAN,0
0,14,Masculin,Célibataire,MAN,0
1,37,Féminin,Marié(e),MAN,0
1,48,Féminin,Marié(e),MAN,1
1,58,Masculin,Marié(e),MAN,1
0,10,Féminin,Célibataire,MAN,0
0,20,Féminin,Célibataire,MAN,0
0,4,Masculin,Célibataire,MAN,0
0,14,Féminin,Célibataire,MAN,0
1,45,Féminin,Marié(e),MAN,1
1,35,Masculin,Célibataire,MAN,1
0,12,Masculin,Célibataire,MAN,0
1,33,Féminin,Marié(e),MAN,1
0,7,Masculin,Célibataire,MAN,0
0,5,Féminin,Célibataire,MAN,0
0,15,Masculin,Célibataire,MAN,0
1,49,Masculin,Marié(e),MAN,1
0,12,Féminin,Célibataire,MAN,0
1,64,Féminin,Veuf(ve),MAN,1
0,0,Masculin,Célibataire,MAN,0
0,18,Masculin,Célibataire,MAN,1
1,60,Masculin,Marié(e),MAN,1
0,9,Féminin,Célibataire,MAN,0
0,17,Masculin,Célibataire,MAN,0
0,22,Masculin,Célibataire,MAN,1
0,21,Féminin,Célibataire,MAN,1
0,7,Masculin,Célibataire,MAN,0
1,53,Féminin,Marié(e),MAN,1
1,41,Masculin,Marié(e),MAN,1
1,35,Féminin,Marié(e),MAN,1
0,6,Féminin,Célibataire,MAN,0
0,2,Féminin,Célibataire,MAN,0
1,37,Féminin,Marié(e),MAN,0
0,21,Masculin,Célibataire,MAN,0
0,12,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
0,19,Féminin,Célibataire,MAN,0
0,19,Féminin,Célibataire,MAN,0
1,39,Masculin,Marié(e),MAN,1
0,16,Masculin,Célibataire,MAN,0
0,15,Masculin,Célibataire,MAN,0
1,46,Masculin,Marié(e),MAN,1
1,42,Féminin,Marié(e),MAN,1
0,0,Masculin,Célibataire,MAN,0
0,0,Féminin,Célibataire,MAN,0
1,30,Masculin,Célibataire,MAN,1
1,50,Féminin,Marié(e),MAN,0
1,58,Masculin,Marié(e),MAN,0
1,53,Féminin,Veuf(ve),MAN,1
0,17,Féminin,Célibataire,MAN,1
0,17,Féminin,Célibataire,MAN,0
1,27,Masculin,Marié(e),MAN,1
0,6,Féminin,Célibataire,MAN,0
0,9,Féminin,Célibataire,MAN,0
0,25,Féminin,Célibataire,MAN,0
1,37,Féminin,Célibataire,MAN,1
0,14,Féminin,Célibataire,MAN,0
0,11,Masculin,Célibataire,MAN,0
1,49,Féminin,Veuf(ve),MAN,1
0,12,Féminin,Célibataire,MAN,0
0,22,Féminin,Union libre,MAN,0
0,22,Masculin,Union libre,MAN,0
0,29,Masculin,Célibataire,MAN,0
1,32,Féminin,Célibataire,MAN,1
0,4,Féminin,Célibataire,MAN,0
0,5,Féminin,Célibataire,MAN,0
0,3,Féminin,Célibataire,MAN,0
0,23,Féminin,Célibataire,MAN,1
1,48,Masculin,Marié(e),MAN,1
0,25,Masculin,Célibataire,MAN,1
0,14,Féminin,Célibataire,MAN,0
1,40,Féminin,Marié(e),MAN,1
1,45,Masculin,Marié(e),MAN,1
0,14,Masculin,Célibataire,MAN,0
0,20,Masculin,Célibataire,MAN,0
1,41,Féminin,Marié(e),MAN,1
1,70,Féminin,Divorcé(e),MAN,1
1,88,Masculin,Veuf(ve),MAN,0
0,24,Féminin,Célibataire,MAN,1
0,18,Féminin,Célibataire,MAN,1
0,14,Féminin,Célibataire,MAN,0
0,19,Masculin,Célibataire,MAN,1
1,52,Féminin,Veuf(ve),MAN,1
0,3,Masculin,Célibataire,MAN,0
0,15,Féminin,Célibataire,MAN,0
0,14,Féminin,Célibataire,MAN,0
0,7,Masculin,Célibataire,MAN,0
1,36,Masculin,Célibataire,MAN,1
0,20,Masculin,Célibataire,MAN,1
0,5,Féminin,Célibataire,MAN,0
0,15,Masculin,Célibataire,MAN,0
0,21,Masculin,Célibataire,MAN,1
0,6,Féminin,Célibataire,MAN,0
0,4,Masculin,Célibataire,MAN,0
0,18,Féminin,Célibataire,MAN,0
0,13,Féminin,Célibataire,MAN,0
1,31,Masculin,Célibataire,MAN,1
0,27,Masculin,Célibataire,MAN,1
1,50,Féminin,Veuf(ve),MAN,0
0,0,Féminin,Célibataire,MAN,0
0,18,Masculin,Célibataire,MAN,0
0,9,Féminin,Célibataire,MAN,0
1,51,Masculin,Marié(e),MAN,1
0,23,Féminin,Célibataire,MAN,0
1,29,Féminin,Marié(e),MAN,1
0,13,Masculin,Célibataire,MAN,0
0,16,Féminin,Célibataire,MAN,0
0,9,Masculin,Célibataire,MAN,0
1,23,Féminin,Marié(e),MAN,0
1,30,Masculin,Marié(e),MAN,1
0,4,Féminin,Célibataire,MAN,0
0,35,Masculin,Célibataire,MAN,0
1,62,Masculin,Célibataire,MAN,1
1,24,Féminin,Marié(e),MAN,0
1,28,Masculin,Marié(e),MAN,1
0,2,Masculin,Célibataire,MAN,0
0,19,Masculin,Célibataire,MAN,1
0,14,Masculin,Célibataire,MAN,0
0,15,Féminin,Célibataire,MAN,0
1,61,Masculin,Marié(e),MAN,1
0,9,Masculin,Célibataire,MAN,0
0,12,Masculin,Célibataire,MAN,0
1,54,Féminin,Marié(e),MAN,1
0,10,Féminin,Célibataire,MAN,0
1,26,Féminin,Marié(e),MAN,1
1,45,Masculin,Marié(e),MAN,1
0,0,Féminin,Célibataire,MAN,0
0,2,Masculin,Célibataire,MAN,0
1,36,Féminin,Marié(e),MAN,1
0,15,Féminin,Célibataire,MAN,0
0,10,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
0,12,Féminin,Célibataire,MAN,0
0,15,Masculin,Célibataire,MAN,0
1,44,Masculin,Marié(e),MAN,1
0,20,Masculin,Célibataire,MAN,1
0,15,Masculin,Célibataire,MAN,1
1,44,Masculin,Célibataire,MAN,0
1,42,Féminin,Marié(e),MAN,1
0,19,Masculin,Célibataire,MAN,0
0,14,Masculin,Célibataire,MAN,0
1,48,Masculin,Marié(e),MAN,0
0,10,Féminin,Célibataire,MAN,0
1,37,Masculin,Marié(e),MAN,1
0,1,Féminin,Célibataire,MAN,0
0,16,Masculin,Célibataire,MAN,0
1,66,Féminin,Célibataire,MAN,1
1,28,Féminin,Marié(e),MAN,1
0,26,Féminin,Célibataire,MAN,1
0,24,Masculin,Célibataire,MAN,1
1,34,Féminin,Marié(e),MAN,0
1,42,Masculin,Marié(e),MAN,1
0,10,Féminin,Célibataire,MAN,0
1,30,Masculin,Célibataire,MAN,1
1,32,Féminin,Célibataire,MAN,1
0,18,Féminin,Célibataire,MAN,1
0,12,Masculin,Célibataire,MAN,0
0,7,Féminin,Célibataire,MAN,0
1,47,Masculin,Marié(e),MAN,1
1,32,Féminin,Marié(e),MAN,1
0,9,Masculin,Célibataire,MAN,0
1,30,Masculin,Célibataire,MAN,1
1,29,Masculin,Célibataire,MAN,1
0,27,Masculin,Célibataire,MAN,1
0,19,Masculin,Célibataire,MAN,0
0,2,Masculin,Célibataire,MAN,0
0,13,Féminin,Célibataire,MAN,0
1,65,Féminin,Marié(e),MAN,1
0,5,Masculin,Célibataire,MAN,0
0,12,Féminin,Célibataire,MAN,0
0,28,Masculin,Célibataire,MAN,1
0,24,Masculin,Célibataire,MAN,1
0,19,Féminin,Célibataire,MAN,0
1,60,Masculin,Marié(e),MAN,1
1,55,Féminin,Marié(e),MAN,1
0,14,Féminin,Célibataire,MAN,0
0,22,Masculin,Célibataire,MAN,1
0,6,Masculin,Célibataire,MAN,0
1,33,Masculin,Marié(e),MAN,1
0,3,Masculin,Célibataire,MAN,0
1,27,Féminin,Marié(e),MAN,0
0,1,Féminin,Célibataire,MAN,0
1,24,Féminin,Marié(e),MAN,0
1,25,Masculin,Marié(e),MAN,0
0,6,Féminin,Célibataire,MAN,0
0,3,Féminin,Célibataire,MAN,0
0,12,Féminin,Célibataire,MAN,0
0,9,Masculin,Célibataire,MAN,0
0,7,Masculin,Célibataire,MAN,0
1,41,Féminin,Marié(e),MAN,0
1,40,Masculin,Marié(e),MAN,0
0,3,Féminin,Célibataire,MAN,0
1,35,Féminin,Marié(e),MAN,1
1,55,Masculin,Marié(e),MAN,1
1,45,Féminin,Marié(e),MAN,0
1,44,Masculin,Marié(e),MAN,1
0,12,Masculin,Célibataire,MAN,0
0,23,Masculin,Célibataire,MAN,0
1,66,Masculin,Veuf(ve),MAN,0
0,8,Masculin,Célibataire,MAN,0
0,8,Féminin,Célibataire,MAN,0
0,2,Masculin,Célibataire,MAN,0
